Freq (hertz)	Ra (norm)	Xa (norm)	Za (norm)	SPL (dB)	Ze (ohms)	Xd (mm) 	WPhase (deg)	UPhase (deg)	CPhase (deg)	Delay (msec)	Efficiency (%)	Ein (volts)	Pin (watts)	Iin (amps)	ZePhase (deg)
11.703695	0.000145	0.014904	0.014905	-54.687734	0.010000	0.400213	179.011396	179.011396	179.011396	0.234636	0.000000	2.830000	800.846693	282.992348	0.421327
11.872281	0.000150	0.015119	0.015120	-54.190880	0.010000	0.400213	178.997155	178.997155	178.997155	0.234636	0.000000	2.830000	800.845436	282.992126	0.427396
12.043295	0.000154	0.015337	0.015338	-53.693969	0.010000	0.400213	178.982710	178.982710	178.982710	0.234636	0.000000	2.830000	800.844143	282.991898	0.433552
12.216773	0.000158	0.015558	0.015558	-53.197101	0.010000	0.400213	178.968056	178.968056	178.968056	0.234636	0.000000	2.830000	800.842812	282.991663	0.439797
12.392750	0.000163	0.015782	0.015783	-52.700214	0.010000	0.400212	178.953192	178.953192	178.953192	0.234636	0.000000	2.830000	800.841443	282.991421	0.446132
12.571262	0.000168	0.016009	0.016010	-52.203376	0.010000	0.400212	178.938113	178.938113	178.938113	0.234636	0.000000	2.830000	800.840034	282.991172	0.452558
12.752345	0.000173	0.016240	0.016240	-51.706479	0.010000	0.400212	178.922817	178.922817	178.922817	0.234636	0.000000	2.830000	800.838585	282.990916	0.459077
12.936037	0.000178	0.016473	0.016474	-51.209604	0.010000	0.400211	178.907301	178.907301	178.907301	0.234636	0.000000	2.830000	800.837093	282.990652	0.465690
13.122374	0.000183	0.016711	0.016712	-50.712736	0.010000	0.400211	178.891561	178.891561	178.891561	0.234636	0.000000	2.830000	800.835558	282.990381	0.472397
13.311396	0.000188	0.016951	0.016952	-50.215854	0.010000	0.400211	178.875595	178.875595	178.875595	0.234636	0.000000	2.830000	800.833978	282.990102	0.479202
13.503140	0.000194	0.017195	0.017197	-49.718974	0.010000	0.400210	178.859398	178.859398	178.859398	0.234636	0.000000	2.830000	800.832353	282.989815	0.486104
13.697647	0.000199	0.017443	0.017444	-49.222109	0.010000	0.400210	178.842969	178.842969	178.842969	0.234636	0.000000	2.830000	800.830680	282.989519	0.493106
13.894955	0.000205	0.017694	0.017696	-48.725244	0.010000	0.400210	178.826302	178.826302	178.826302	0.234636	0.000000	2.830000	800.828959	282.989215	0.500209
14.095105	0.000211	0.017949	0.017950	-48.228407	0.010000	0.400209	178.809396	178.809396	178.809396	0.234635	0.000000	2.830000	800.827188	282.988902	0.507414
14.298139	0.000217	0.018208	0.018209	-47.731506	0.010000	0.400209	178.792246	178.792246	178.792246	0.234635	0.000000	2.830000	800.825365	282.988580	0.514723
14.504097	0.000223	0.018470	0.018471	-47.234647	0.010000	0.400209	178.774849	178.774849	178.774849	0.234635	0.000000	2.830000	800.823490	282.988249	0.522137
14.713021	0.000230	0.018736	0.018737	-46.737763	0.010000	0.400208	178.757201	178.757201	178.757201	0.234635	0.000000	2.830000	800.821560	282.987908	0.529657
14.924955	0.000237	0.019006	0.019007	-46.240900	0.010000	0.400208	178.739299	178.739299	178.739299	0.234635	0.000000	2.830000	800.819574	282.987557	0.537287
15.139942	0.000243	0.019279	0.019281	-45.744028	0.010000	0.400207	178.721140	178.721140	178.721140	0.234635	0.000000	2.830000	800.817531	282.987196	0.545026
15.358026	0.000250	0.019557	0.019559	-45.247169	0.010000	0.400207	178.702718	178.702718	178.702718	0.234635	0.000000	2.830000	800.815428	282.986824	0.552876
15.579251	0.000258	0.019839	0.019840	-44.750314	0.010000	0.400206	178.684032	178.684032	178.684032	0.234635	0.000000	2.830000	800.813265	282.986442	0.560840
15.803663	0.000265	0.020124	0.020126	-44.253440	0.010000	0.400206	178.665076	178.665076	178.665076	0.234635	0.000000	2.830000	800.811038	282.986049	0.568918
16.031307	0.000273	0.020414	0.020416	-43.756580	0.010001	0.400205	178.645847	178.645847	178.645847	0.234635	0.000000	2.830000	800.808747	282.985644	0.577112
16.262231	0.000281	0.020708	0.020710	-43.259714	0.010001	0.400205	178.626342	178.626342	178.626342	0.234635	0.000000	2.830000	800.806390	282.985227	0.585425
16.496481	0.000289	0.021006	0.021008	-42.762864	0.010001	0.400205	178.606555	178.606555	178.606555	0.234635	0.000000	2.830000	800.803964	282.984799	0.593857
16.734105	0.000297	0.021309	0.021311	-42.265988	0.010001	0.400204	178.586483	178.586483	178.586483	0.234635	0.000000	2.830000	800.801467	282.984358	0.602411
16.975152	0.000306	0.021616	0.021618	-41.769133	0.010001	0.400203	178.566122	178.566122	178.566122	0.234634	0.000000	2.830000	800.798899	282.983904	0.611088
17.219671	0.000315	0.021927	0.021929	-41.272279	0.010001	0.400203	178.545468	178.545468	178.545468	0.234634	0.000000	2.830000	800.796256	282.983437	0.619890
17.467712	0.000324	0.022243	0.022245	-40.775432	0.010001	0.400202	178.524516	178.524516	178.524516	0.234634	0.000000	2.830000	800.793536	282.982956	0.628819
17.719326	0.000333	0.022563	0.022566	-40.278560	0.010001	0.400202	178.503263	178.503263	178.503263	0.234634	0.000000	2.830000	800.790737	282.982462	0.637876
17.974565	0.000343	0.022888	0.022891	-39.781706	0.010001	0.400201	178.481703	178.481703	178.481703	0.234634	0.000000	2.830000	800.787857	282.981953	0.647064
18.233480	0.000353	0.023218	0.023220	-39.284854	0.010001	0.400201	178.459833	178.459833	178.459833	0.234634	0.000000	2.830000	800.784893	282.981429	0.656384
18.496125	0.000363	0.023552	0.023555	-38.788001	0.010001	0.400200	178.437648	178.437648	178.437648	0.234634	0.000000	2.830000	800.781844	282.980890	0.665838
18.762553	0.000374	0.023891	0.023894	-38.291149	0.010001	0.400199	178.415144	178.415144	178.415144	0.234634	0.000000	2.830000	800.778706	282.980336	0.675428
19.032818	0.000385	0.024235	0.024238	-37.794301	0.010001	0.400199	178.392315	178.392315	178.392315	0.234634	0.000000	2.830000	800.775477	282.979765	0.685157
19.306977	0.000396	0.024584	0.024587	-37.297452	0.010001	0.400198	178.369157	178.369157	178.369157	0.234633	0.000000	2.830000	800.772154	282.979178	0.695026
19.585085	0.000407	0.024938	0.024941	-36.800604	0.010001	0.400197	178.345666	178.345666	178.345666	0.234633	0.000000	2.830000	800.768735	282.978574	0.705036
19.867199	0.000419	0.025297	0.025301	-36.303757	0.010001	0.400196	178.321836	178.321836	178.321836	0.234633	0.000000	2.830000	800.765217	282.977952	0.715191
20.153377	0.000431	0.025661	0.025665	-35.806909	0.010001	0.400196	178.297663	178.297663	178.297663	0.234633	0.000000	2.830000	800.761596	282.977312	0.725492
20.443677	0.000444	0.026031	0.026035	-35.310063	0.010001	0.400195	178.273142	178.273142	178.273142	0.234633	0.000000	2.830000	800.757871	282.976654	0.735942
20.738158	0.000457	0.026406	0.026410	-34.813224	0.010001	0.400194	178.248268	178.248268	178.248268	0.234633	0.000000	2.830000	800.754037	282.975977	0.746542
21.036882	0.000470	0.026786	0.026790	-34.316386	0.010001	0.400193	178.223036	178.223036	178.223036	0.234633	0.000000	2.830000	800.750093	282.975280	0.757295
21.339908	0.000484	0.027171	0.027176	-33.819547	0.010001	0.400192	178.197440	178.197440	178.197440	0.234632	0.000000	2.830000	800.746034	282.974563	0.768202
21.647300	0.000498	0.027563	0.027567	-33.322710	0.010001	0.400192	178.171475	178.171475	178.171475	0.234632	0.000000	2.830000	800.741857	282.973825	0.779267
21.959119	0.000512	0.027959	0.027964	-32.825871	0.010001	0.400191	178.145136	178.145136	178.145136	0.234632	0.000000	2.830000	800.737559	282.973065	0.790491
22.275430	0.000527	0.028362	0.028367	-32.329037	0.010001	0.400190	178.118418	178.118418	178.118418	0.234632	0.000000	2.830000	800.733136	282.972284	0.801876
22.596297	0.000542	0.028770	0.028775	-31.832207	0.010001	0.400189	178.091316	178.091316	178.091316	0.234632	0.000000	2.830000	800.728585	282.971479	0.813426
22.921786	0.000558	0.029185	0.029190	-31.335377	0.010001	0.400188	178.063822	178.063822	178.063822	0.234632	0.000000	2.830000	800.723902	282.970652	0.825141
23.251963	0.000574	0.029605	0.029610	-30.838548	0.010001	0.400187	178.035933	178.035933	178.035933	0.234631	0.000001	2.830000	800.719083	282.969800	0.837026
23.586897	0.000591	0.030031	0.030037	-30.341719	0.010001	0.400186	178.007642	178.007642	178.007642	0.234631	0.000001	2.830000	800.714125	282.968924	0.849082
23.926655	0.000608	0.030463	0.030469	-29.844895	0.010001	0.400185	177.978944	177.978944	177.978944	0.234631	0.000001	2.830000	800.709022	282.968022	0.861311
24.271307	0.000625	0.030902	0.030908	-29.348074	0.010001	0.400184	177.949832	177.949832	177.949832	0.234631	0.000001	2.830000	800.703772	282.967095	0.873716
24.620924	0.000644	0.031347	0.031353	-28.851253	0.010001	0.400182	177.920301	177.920301	177.920301	0.234631	0.000001	2.830000	800.698369	282.966140	0.886300
24.975577	0.000662	0.031798	0.031805	-28.354433	0.010001	0.400181	177.890344	177.890344	177.890344	0.234630	0.000001	2.830000	800.692809	282.965158	0.899065
25.335338	0.000682	0.032256	0.032263	-27.857617	0.010001	0.400180	177.859957	177.859957	177.859957	0.234630	0.000001	2.830000	800.687089	282.964147	0.912014
25.700282	0.000701	0.032720	0.032727	-27.360802	0.010001	0.400179	177.829131	177.829131	177.829131	0.234630	0.000001	2.830000	800.681202	282.963106	0.925150
26.070482	0.000722	0.033191	0.033199	-26.863991	0.010001	0.400178	177.797861	177.797861	177.797861	0.234630	0.000001	2.830000	800.675144	282.962036	0.938474
26.446016	0.000743	0.033669	0.033677	-26.367181	0.010001	0.400176	177.766141	177.766141	177.766141	0.234630	0.000001	2.830000	800.668911	282.960935	0.951991
26.826958	0.000764	0.034153	0.034162	-25.870375	0.010001	0.400175	177.733964	177.733964	177.733964	0.234629	0.000001	2.830000	800.662497	282.959801	0.965702
27.213388	0.000786	0.034645	0.034654	-25.373570	0.010001	0.400174	177.701324	177.701324	177.701324	0.234629	0.000001	2.830000	800.655898	282.958635	0.979610
27.605384	0.000809	0.035144	0.035153	-24.876767	0.010002	0.400172	177.668213	177.668213	177.668213	0.234629	0.000001	2.830000	800.649106	282.957435	0.993719
28.003026	0.000833	0.035649	0.035659	-24.379969	0.010002	0.400171	177.634626	177.634626	177.634626	0.234629	0.000001	2.830000	800.642118	282.956200	1.008031
28.406397	0.000857	0.036163	0.036173	-23.883171	0.010002	0.400169	177.600555	177.600555	177.600555	0.234628	0.000001	2.830000	800.634927	282.954929	1.022549
28.815578	0.000882	0.036683	0.036694	-23.386379	0.010002	0.400168	177.565993	177.565993	177.565993	0.234628	0.000001	2.830000	800.627527	282.953621	1.037276
29.230652	0.000907	0.037211	0.037222	-22.889589	0.010002	0.400166	177.530933	177.530933	177.530933	0.234628	0.000001	2.830000	800.619913	282.952276	1.052215
29.651706	0.000933	0.037746	0.037758	-22.392802	0.010002	0.400164	177.495369	177.495369	177.495369	0.234627	0.000001	2.830000	800.612078	282.950891	1.067369
30.078825	0.000961	0.038290	0.038302	-21.896017	0.010002	0.400163	177.459292	177.459292	177.459292	0.234627	0.000001	2.830000	800.604016	282.949466	1.082741
30.512097	0.000988	0.038841	0.038853	-21.399235	0.010002	0.400161	177.422695	177.422695	177.422695	0.234627	0.000002	2.830000	800.595720	282.948000	1.098334
30.951609	0.001017	0.039400	0.039413	-20.902458	0.010002	0.400159	177.385571	177.385571	177.385571	0.234626	0.000002	2.830000	800.587183	282.946491	1.114152
31.397452	0.001047	0.039967	0.039980	-20.405683	0.010002	0.400157	177.347913	177.347913	177.347913	0.234626	0.000002	2.830000	800.578399	282.944939	1.130198
31.849718	0.001077	0.040542	0.040556	-19.908912	0.010002	0.400156	177.309712	177.309712	177.309712	0.234626	0.000002	2.830000	800.569360	282.943342	1.146475
32.308498	0.001108	0.041125	0.041140	-19.412145	0.010002	0.400154	177.270961	177.270961	177.270961	0.234625	0.000002	2.830000	800.560059	282.941698	1.162986
32.773887	0.001140	0.041717	0.041732	-18.915382	0.010002	0.400152	177.231652	177.231652	177.231652	0.234625	0.000002	2.830000	800.550488	282.940006	1.179735
33.245979	0.001173	0.042317	0.042333	-18.418621	0.010002	0.400150	177.191777	177.191777	177.191777	0.234625	0.000002	2.830000	800.540639	282.938266	1.196724
33.724872	0.001207	0.042926	0.042943	-17.921865	0.010002	0.400147	177.151327	177.151327	177.151327	0.234624	0.000002	2.830000	800.530506	282.936475	1.213959
34.210663	0.001242	0.043544	0.043561	-17.425113	0.010002	0.400145	177.110295	177.110295	177.110295	0.234624	0.000002	2.830000	800.520078	282.934632	1.231441
34.703452	0.001279	0.044170	0.044189	-16.928365	0.010002	0.400143	177.068672	177.068672	177.068672	0.234624	0.000003	2.830000	800.509348	282.932735	1.249175
35.203338	0.001316	0.044806	0.044825	-16.431621	0.010002	0.400141	177.026449	177.026449	177.026449	0.234623	0.000003	2.830000	800.498306	282.930784	1.267165
35.710426	0.001354	0.045450	0.045470	-15.934882	0.010003	0.400138	176.983618	176.983618	176.983618	0.234623	0.000003	2.830000	800.486945	282.928776	1.285413
36.224818	0.001393	0.046104	0.046125	-15.438146	0.010003	0.400136	176.940171	176.940171	176.940171	0.234622	0.000003	2.830000	800.475254	282.926710	1.303924
36.746619	0.001433	0.046767	0.046789	-14.941417	0.010003	0.400133	176.896097	176.896097	176.896097	0.234622	0.000003	2.830000	800.463224	282.924583	1.322702
37.275937	0.001475	0.047440	0.047463	-14.444691	0.010003	0.400131	176.851389	176.851389	176.851389	0.234621	0.000003	2.830000	800.450845	282.922395	1.341749
37.812880	0.001518	0.048122	0.048146	-13.947970	0.010003	0.400128	176.806037	176.806037	176.806037	0.234621	0.000004	2.830000	800.438108	282.920144	1.361071
38.357556	0.001562	0.048814	0.048839	-13.451255	0.010003	0.400125	176.760032	176.760032	176.760032	0.234620	0.000004	2.830000	800.425001	282.917827	1.380671
38.910079	0.001607	0.049516	0.049543	-12.954545	0.010003	0.400123	176.713364	176.713364	176.713364	0.234620	0.000004	2.830000	800.411514	282.915444	1.400553
39.470560	0.001654	0.050229	0.050256	-12.457840	0.010003	0.400120	176.666024	176.666024	176.666024	0.234619	0.000004	2.830000	800.397636	282.912991	1.420721
40.039115	0.001702	0.050951	0.050979	-11.961140	0.010003	0.400117	176.618002	176.618002	176.618002	0.234619	0.000004	2.830000	800.383356	282.910466	1.441180
40.615860	0.001751	0.051684	0.051713	-11.464447	0.010003	0.400114	176.569289	176.569289	176.569289	0.234618	0.000005	2.830000	800.368662	282.907869	1.461932
41.200912	0.001802	0.052427	0.052458	-10.967759	0.010003	0.400111	176.519874	176.519874	176.519874	0.234618	0.000005	2.830000	800.353542	282.905196	1.482984
41.794392	0.001854	0.053181	0.053213	-10.471076	0.010003	0.400107	176.469747	176.469747	176.469747	0.234617	0.000005	2.830000	800.337983	282.902446	1.504338
42.396421	0.001908	0.053945	0.053979	-9.974401	0.010004	0.400104	176.418899	176.418899	176.418899	0.234616	0.000006	2.830000	800.321974	282.899616	1.526000
43.007121	0.001963	0.054721	0.054756	-9.477731	0.010004	0.400101	176.367318	176.367318	176.367318	0.234616	0.000006	2.830000	800.305501	282.896704	1.547973
43.626619	0.002020	0.055508	0.055545	-8.981068	0.010004	0.400097	176.314994	176.314994	176.314994	0.234615	0.000006	2.830000	800.288550	282.893708	1.570263
44.255040	0.002079	0.056306	0.056344	-8.484412	0.010004	0.400093	176.261917	176.261917	176.261917	0.234615	0.000007	2.830000	800.271107	282.890624	1.592873
44.892513	0.002139	0.057115	0.057155	-7.987763	0.010004	0.400090	176.208075	176.208075	176.208075	0.234614	0.000007	2.830000	800.253160	282.887452	1.615808
45.539168	0.002201	0.057936	0.057978	-7.491120	0.010004	0.400086	176.153458	176.153458	176.153458	0.234613	0.000007	2.830000	800.234692	282.884187	1.639074
46.195138	0.002265	0.058769	0.058813	-6.994485	0.010004	0.400082	176.098054	176.098054	176.098054	0.234612	0.000008	2.830000	800.215688	282.880827	1.662674
46.860558	0.002331	0.059614	0.059659	-6.497858	0.010004	0.400078	176.041853	176.041853	176.041853	0.234612	0.000008	2.830000	800.196135	282.877371	1.686614
47.535562	0.002398	0.060470	0.060518	-6.001238	0.010004	0.400074	175.984842	175.984842	175.984842	0.234611	0.000009	2.830000	800.176014	282.873813	1.710898
48.220290	0.002468	0.061339	0.061389	-5.504627	0.010005	0.400069	175.927010	175.927010	175.927010	0.234610	0.000009	2.830000	800.155310	282.870153	1.735531
48.914880	0.002539	0.062221	0.062273	-5.008023	0.010005	0.400065	175.868345	175.868345	175.868345	0.234609	0.000010	2.830000	800.134007	282.866387	1.760519
49.619476	0.002613	0.063115	0.063169	-4.511428	0.010005	0.400060	175.808835	175.808835	175.808835	0.234609	0.000011	2.830000	800.112086	282.862511	1.785866
50.334221	0.002689	0.064022	0.064078	-4.014842	0.010005	0.400055	175.748469	175.748469	175.748469	0.234608	0.000011	2.830000	800.089530	282.858523	1.811578
51.059262	0.002767	0.064941	0.065000	-3.518265	0.010005	0.400051	175.687233	175.687233	175.687233	0.234607	0.000012	2.830000	800.066320	282.854419	1.837659
51.794747	0.002847	0.065874	0.065936	-3.021697	0.010005	0.400046	175.625115	175.625115	175.625115	0.234606	0.000012	2.830000	800.042438	282.850197	1.864116
52.540826	0.002929	0.066821	0.066885	-2.525138	0.010005	0.400040	175.562103	175.562103	175.562103	0.234605	0.000013	2.830000	800.017864	282.845852	1.890953
53.297652	0.003014	0.067780	0.067847	-2.028589	0.010006	0.400035	175.498183	175.498183	175.498183	0.234604	0.000014	2.830000	799.992578	282.841381	1.918176
54.065379	0.003102	0.068754	0.068824	-1.532050	0.010006	0.400030	175.433343	175.433343	175.433343	0.234603	0.000015	2.830000	799.966560	282.836780	1.945791
54.844166	0.003192	0.069741	0.069814	-1.035521	0.010006	0.400024	175.367569	175.367569	175.367569	0.234602	0.000016	2.830000	799.939788	282.832046	1.973802
55.634170	0.003284	0.070743	0.070819	-0.539004	0.010006	0.400018	175.300848	175.300848	175.300848	0.234601	0.000017	2.830000	799.912240	282.827175	2.002217
56.435554	0.003379	0.071759	0.071838	-0.042496	0.010006	0.400013	175.233166	175.233166	175.233166	0.234600	0.000018	2.830000	799.883895	282.822162	2.031040
57.248482	0.003477	0.072789	0.072872	0.453999	0.010006	0.400006	175.164510	175.164510	175.164510	0.234599	0.000019	2.830000	799.854729	282.817004	2.060277
58.073119	0.003578	0.073834	0.073920	0.950484	0.010007	0.400000	175.094865	175.094865	175.094865	0.234598	0.000020	2.830000	799.824718	282.811697	2.089935
58.909635	0.003682	0.074894	0.074984	1.446956	0.010007	0.399994	175.024217	175.024217	175.024217	0.234596	0.000021	2.830000	799.793837	282.806236	2.120019
59.758201	0.003789	0.075969	0.076063	1.943416	0.010007	0.399987	174.952552	174.952552	174.952552	0.234595	0.000022	2.830000	799.762063	282.800616	2.150535
60.618990	0.003898	0.077059	0.077157	2.439863	0.010007	0.399980	174.879854	174.879854	174.879854	0.234594	0.000023	2.830000	799.729368	282.794834	2.181490
61.492178	0.004011	0.078165	0.078267	2.936298	0.010007	0.399973	174.806111	174.806111	174.806111	0.234593	0.000025	2.830000	799.695727	282.788884	2.212890
62.377944	0.004128	0.079286	0.079393	3.432719	0.010008	0.399966	174.731305	174.731305	174.731305	0.234591	0.000026	2.830000	799.661112	282.782761	2.244741
63.276469	0.004247	0.080424	0.080536	3.929126	0.010008	0.399959	174.655422	174.655422	174.655422	0.234590	0.000028	2.830000	799.625495	282.776462	2.277050
64.187937	0.004370	0.081577	0.081694	4.425520	0.010008	0.399951	174.578447	174.578447	174.578447	0.234589	0.000029	2.830000	799.588846	282.769979	2.309824
65.112534	0.004497	0.082747	0.082869	4.921898	0.010008	0.399943	174.500363	174.500363	174.500363	0.234587	0.000031	2.830000	799.551137	282.763309	2.343068
66.050449	0.004628	0.083934	0.084061	5.418262	0.010009	0.399935	174.421155	174.421155	174.421155	0.234586	0.000033	2.830000	799.512336	282.756445	2.376790
67.001875	0.004762	0.085138	0.085271	5.914610	0.010009	0.399927	174.340806	174.340806	174.340806	0.234584	0.000035	2.830000	799.472413	282.749382	2.410996
67.967006	0.004900	0.086358	0.086497	6.410943	0.010009	0.399918	174.259301	174.259301	174.259301	0.234583	0.000037	2.830000	799.431333	282.742115	2.445694
68.946038	0.005042	0.087596	0.087741	6.907259	0.010009	0.399909	174.176622	174.176622	174.176622	0.234581	0.000039	2.830000	799.389065	282.734637	2.480890
69.939174	0.005188	0.088852	0.089003	7.403558	0.010010	0.399900	174.092753	174.092753	174.092753	0.234579	0.000042	2.830000	799.345574	282.726943	2.516591
70.946615	0.005338	0.090125	0.090283	7.899840	0.010010	0.399891	174.007677	174.007677	174.007677	0.234578	0.000044	2.830000	799.300825	282.719025	2.552806
71.968567	0.005493	0.091417	0.091582	8.396105	0.010010	0.399881	173.921375	173.921375	173.921375	0.234576	0.000047	2.830000	799.254781	282.710879	2.589540
73.005241	0.005652	0.092727	0.092899	8.892351	0.010011	0.399871	173.833831	173.833831	173.833831	0.234574	0.000049	2.830000	799.207404	282.702496	2.626802
74.056847	0.005816	0.094055	0.094234	9.388578	0.010011	0.399861	173.745027	173.745027	173.745027	0.234572	0.000052	2.830000	799.158658	282.693870	2.664599
75.123601	0.005984	0.095402	0.095589	9.884786	0.010011	0.399851	173.654944	173.654944	173.654944	0.234570	0.000055	2.830000	799.108501	282.684994	2.702939
76.205721	0.006158	0.096768	0.096964	10.380974	0.010011	0.399840	173.563565	173.563565	173.563565	0.234568	0.000059	2.830000	799.056894	282.675861	2.741829
77.303429	0.006336	0.098154	0.098358	10.877141	0.010012	0.399829	173.470869	173.470869	173.470869	0.234566	0.000062	2.830000	799.003794	282.666464	2.781277
78.416948	0.006519	0.099559	0.099772	11.373287	0.010012	0.399817	173.376840	173.376840	173.376840	0.234564	0.000066	2.830000	798.949159	282.656795	2.821292
79.546508	0.006708	0.100984	0.101206	11.869412	0.010012	0.399805	173.281457	173.281457	173.281457	0.234562	0.000069	2.830000	798.892945	282.646845	2.861880
80.692338	0.006903	0.102429	0.102661	12.365514	0.010013	0.399793	173.184701	173.184701	173.184701	0.234560	0.000074	2.830000	798.835105	282.636607	2.903052
81.854673	0.007103	0.103894	0.104137	12.861593	0.010013	0.399781	173.086552	173.086552	173.086552	0.234557	0.000078	2.830000	798.775593	282.626073	2.944814
83.033751	0.007308	0.105381	0.105634	13.357648	0.010014	0.399768	172.986990	172.986990	172.986990	0.234555	0.000082	2.830000	798.714361	282.615234	2.987175
84.229813	0.007520	0.106888	0.107152	13.853679	0.010014	0.399755	172.885996	172.885996	172.885996	0.234553	0.000087	2.830000	798.651360	282.604080	3.030143
85.443104	0.007738	0.108416	0.108692	14.349685	0.010014	0.399741	172.783547	172.783547	172.783547	0.234550	0.000092	2.830000	798.586538	282.592604	3.073728
86.673872	0.007962	0.109966	0.110254	14.845666	0.010015	0.399727	172.679624	172.679624	172.679624	0.234548	0.000098	2.830000	798.519843	282.580796	3.117938
87.922369	0.008192	0.111538	0.111838	15.341619	0.010015	0.399713	172.574205	172.574205	172.574205	0.234545	0.000104	2.830000	798.451221	282.568645	3.162782
89.188849	0.008430	0.113132	0.113445	15.837545	0.010016	0.399698	172.467269	172.467269	172.467269	0.234542	0.000110	2.830000	798.380617	282.556143	3.208269
90.473572	0.008674	0.114748	0.115075	16.333444	0.010016	0.399683	172.358794	172.358794	172.358794	0.234539	0.000116	2.830000	798.307973	282.543279	3.254409
91.776802	0.008925	0.116387	0.116728	16.829313	0.010017	0.399667	172.248758	172.248758	172.248758	0.234536	0.000123	2.830000	798.233232	282.530043	3.301209
93.098803	0.009183	0.118049	0.118405	17.325152	0.010017	0.399651	172.137138	172.137138	172.137138	0.234533	0.000130	2.830000	798.156333	282.516423	3.348680
94.439848	0.009449	0.119734	0.120106	17.820961	0.010018	0.399635	172.023911	172.023911	172.023911	0.234530	0.000138	2.830000	798.077214	282.502409	3.396831
95.800210	0.009723	0.121443	0.121831	18.316738	0.010018	0.399618	171.909056	171.909056	171.909056	0.234527	0.000146	2.830000	797.995811	282.487990	3.445673
97.180167	0.010004	0.123175	0.123581	18.812483	0.010019	0.399600	171.792547	171.792547	171.792547	0.234524	0.000155	2.830000	797.912058	282.473153	3.495214
98.580001	0.010293	0.124932	0.125356	19.308195	0.010019	0.399582	171.674362	171.674362	171.674362	0.234520	0.000164	2.830000	797.825889	282.457888	3.545464
100.000000	0.010591	0.126714	0.127156	19.803872	0.010020	0.399563	171.554476	171.554476	171.554476	0.234517	0.000173	2.830000	797.737233	282.442180	3.596434
101.440453	0.010898	0.128520	0.128981	20.299513	0.010020	0.399544	171.432865	171.432865	171.432865	0.234513	0.000184	2.830000	797.646020	282.426018	3.648134
102.901655	0.011213	0.130352	0.130833	20.795119	0.010021	0.399525	171.309504	171.309504	171.309504	0.234510	0.000194	2.830000	797.552176	282.409388	3.700574
104.383905	0.011538	0.132209	0.132711	21.290686	0.010022	0.399504	171.184369	171.184369	171.184369	0.234506	0.000206	2.830000	797.455625	282.392278	3.753764
105.887506	0.011871	0.134092	0.134616	21.786216	0.010022	0.399484	171.057432	171.057432	171.057432	0.234502	0.000218	2.830000	797.356291	282.374672	3.807716
107.412766	0.012215	0.136001	0.136548	22.281705	0.010023	0.399462	170.928670	170.928670	170.928670	0.234498	0.000231	2.830000	797.254094	282.356557	3.862439
108.959997	0.012568	0.137936	0.138508	22.777154	0.010023	0.399440	170.798055	170.798055	170.798055	0.234494	0.000244	2.830000	797.148950	282.337919	3.917946
110.529514	0.012932	0.139899	0.140495	23.272561	0.010024	0.399417	170.665561	170.665561	170.665561	0.234489	0.000259	2.830000	797.040777	282.318741	3.974246
112.121640	0.013306	0.141889	0.142511	23.767924	0.010025	0.399394	170.531161	170.531161	170.531161	0.234485	0.000274	2.830000	796.929488	282.299009	4.031351
