Freq (hertz)	Ra (norm)	Xa (norm)	Za (norm)	SPL (dB)	Ze (ohms)	Xd (mm) 	WPhase (deg)	UPhase (deg)	CPhase (deg)	Delay (msec)	Efficiency (%)	Ein (volts)	Pin (watts)	Iin (amps)	ZePhase (deg)
113.736699	0.013690	0.143906	0.144556	24.263243	0.010026	0.399370	170.394828	170.394828	170.394828	0.234481	0.000290	2.830000	796.814993	282.278707	4.089272
115.375023	0.014086	0.145951	0.146629	24.758516	0.010026	0.399345	170.256533	170.256533	170.256533	0.234476	0.000307	2.830000	796.697201	282.257818	4.148021
117.036946	0.014494	0.148024	0.148732	25.253742	0.010027	0.399320	170.116250	170.116250	170.116250	0.234471	0.000325	2.830000	796.576017	282.236324	4.207610
118.722808	0.014913	0.150126	0.150865	25.748920	0.010028	0.399294	169.973948	169.973948	169.973948	0.234466	0.000344	2.830000	796.451345	282.214210	4.268050
120.432955	0.015344	0.152257	0.153028	26.244048	0.010029	0.399267	169.829600	169.829600	169.829600	0.234461	0.000364	2.830000	796.323085	282.191457	4.329353
122.167735	0.015787	0.154417	0.155222	26.739124	0.010029	0.399239	169.683176	169.683176	169.683176	0.234456	0.000386	2.830000	796.191135	282.168046	4.391532
123.927504	0.016243	0.156607	0.157447	27.234147	0.010030	0.399211	169.534646	169.534646	169.534646	0.234450	0.000408	2.830000	796.055390	282.143960	4.454598
125.712621	0.016713	0.158827	0.159704	27.729116	0.010031	0.399181	169.383981	169.383981	169.383981	0.234445	0.000432	2.830000	795.915741	282.119177	4.518563
127.523453	0.017196	0.161078	0.161993	28.224029	0.010032	0.399151	169.231148	169.231148	169.231148	0.234439	0.000458	2.830000	795.772077	282.093679	4.583442
129.360368	0.017692	0.163359	0.164314	28.718885	0.010033	0.399120	169.076118	169.076118	169.076118	0.234433	0.000485	2.830000	795.624285	282.067444	4.649246
131.223743	0.018203	0.165671	0.166668	29.213681	0.010034	0.399088	168.918859	168.918859	168.918859	0.234427	0.000513	2.830000	795.472245	282.040452	4.715988
133.113960	0.018729	0.168015	0.169055	29.708416	0.010035	0.399055	168.759339	168.759339	168.759339	0.234420	0.000543	2.830000	795.315838	282.012680	4.783682
135.031404	0.019270	0.170390	0.171477	30.203088	0.010036	0.399021	168.597526	168.597526	168.597526	0.234414	0.000575	2.830000	795.154940	281.984107	4.852340
136.976468	0.019826	0.172798	0.173932	30.697696	0.010037	0.398986	168.433387	168.433387	168.433387	0.234407	0.000609	2.830000	794.989423	281.954709	4.921976
138.949549	0.020399	0.175239	0.176422	31.192237	0.010038	0.398951	168.266888	168.266888	168.266888	0.234400	0.000645	2.830000	794.819156	281.924464	4.992604
140.951052	0.020987	0.177713	0.178948	31.686709	0.010039	0.398914	168.097995	168.097995	168.097995	0.234393	0.000683	2.830000	794.644004	281.893345	5.064237
142.981386	0.021593	0.180220	0.181509	32.181111	0.010040	0.398876	167.926676	167.926676	167.926676	0.234385	0.000723	2.830000	794.463828	281.861329	5.136890
145.040966	0.022216	0.182761	0.184106	32.675441	0.010042	0.398837	167.752894	167.752894	167.752894	0.234378	0.000765	2.830000	794.278487	281.828389	5.210576
147.130213	0.022857	0.185336	0.186740	33.169696	0.010043	0.398797	167.576614	167.576614	167.576614	0.234370	0.000810	2.830000	794.087834	281.794500	5.285310
149.249555	0.023516	0.187946	0.189411	33.663874	0.010044	0.398755	167.397802	167.397802	167.397802	0.234362	0.000858	2.830000	793.891719	281.759633	5.361106
151.399424	0.024195	0.190590	0.192120	34.157973	0.010045	0.398713	167.216420	167.216420	167.216420	0.234353	0.000908	2.830000	793.689988	281.723762	5.437980
153.580262	0.024892	0.193270	0.194867	34.651991	0.010047	0.398669	167.032432	167.032432	167.032432	0.234345	0.000961	2.830000	793.482481	281.686857	5.515945
155.792513	0.025610	0.195986	0.197652	35.145925	0.010048	0.398624	166.845801	166.845801	166.845801	0.234336	0.001018	2.830000	793.269037	281.648888	5.595017
158.036631	0.026348	0.198738	0.200477	35.639773	0.010049	0.398578	166.656489	166.656489	166.656489	0.234327	0.001077	2.830000	793.049487	281.609826	5.675212
160.313075	0.027108	0.201526	0.203341	36.133532	0.010051	0.398530	166.464457	166.464457	166.464457	0.234317	0.001141	2.830000	792.823659	281.569639	5.756544
162.622309	0.027889	0.204352	0.206246	36.627200	0.010052	0.398481	166.269668	166.269668	166.269668	0.234307	0.001208	2.830000	792.591378	281.528295	5.839029
164.964807	0.028692	0.207214	0.209191	37.120773	0.010054	0.398430	166.072081	166.072081	166.072081	0.234297	0.001278	2.830000	792.352461	281.485760	5.922683
167.341048	0.029518	0.210115	0.212178	37.614250	0.010055	0.398378	165.871656	165.871656	165.871656	0.234287	0.001353	2.830000	792.106722	281.442001	6.007522
169.751517	0.030368	0.213053	0.215206	38.107628	0.010057	0.398325	165.668354	165.668354	165.668354	0.234276	0.001433	2.830000	791.853969	281.396984	6.093562
172.196708	0.031243	0.216030	0.218277	38.600903	0.010059	0.398270	165.462133	165.462133	165.462133	0.234265	0.001517	2.830000	791.594007	281.350671	6.180820
174.677121	0.032142	0.219046	0.221391	39.094073	0.010060	0.398213	165.252951	165.252951	165.252951	0.234254	0.001606	2.830000	791.326632	281.303026	6.269312
177.193263	0.033067	0.222101	0.224549	39.587134	0.010062	0.398155	165.040767	165.040767	165.040767	0.234242	0.001700	2.830000	791.051638	281.254012	6.359054
179.745648	0.034018	0.225195	0.227750	40.080084	0.010064	0.398095	164.825538	164.825538	164.825538	0.234230	0.001800	2.830000	790.768812	281.203588	6.450065
182.334800	0.034996	0.228330	0.230997	40.572918	0.010066	0.398034	164.607220	164.607220	164.607220	0.234217	0.001905	2.830000	790.477935	281.151716	6.542361
184.961247	0.036003	0.231505	0.234288	41.065634	0.010068	0.397970	164.385769	164.385769	164.385769	0.234204	0.002017	2.830000	790.178783	281.098354	6.635958
187.625527	0.037037	0.234721	0.237625	41.558229	0.010070	0.397905	164.161141	164.161141	164.161141	0.234190	0.002135	2.830000	789.871125	281.043459	6.730876
190.328185	0.038102	0.237978	0.241009	42.050698	0.010072	0.397838	163.933290	163.933290	163.933290	0.234177	0.002260	2.830000	789.554724	280.986989	6.827132
193.069773	0.039196	0.241277	0.244440	42.543038	0.010074	0.397769	163.702171	163.702171	163.702171	0.234162	0.002393	2.830000	789.229338	280.928898	6.924743
195.850852	0.040322	0.244617	0.247918	43.035245	0.010076	0.397698	163.467738	163.467738	163.467738	0.234147	0.002533	2.830000	788.894718	280.869140	7.023728
198.671992	0.041480	0.247999	0.251444	43.527315	0.010078	0.397624	163.229943	163.229943	163.229943	0.234132	0.002681	2.830000	788.550608	280.807668	7.124105
201.533769	0.042670	0.251425	0.255020	44.019245	0.010080	0.397549	162.988739	162.988739	162.988739	0.234116	0.002838	2.830000	788.196745	280.744434	7.225893
204.436768	0.043895	0.254893	0.258645	44.511030	0.010083	0.397472	162.744078	162.744078	162.744078	0.234100	0.003004	2.830000	787.832859	280.679388	7.329110
207.381584	0.045154	0.258404	0.262320	45.002666	0.010085	0.397392	162.495909	162.495909	162.495909	0.234083	0.003180	2.830000	787.458676	280.612479	7.433776
210.368818	0.046449	0.261959	0.266045	45.494148	0.010088	0.397310	162.244184	162.244184	162.244184	0.234066	0.003367	2.830000	787.073910	280.543653	7.539909
213.399082	0.047780	0.265558	0.269822	45.985472	0.010090	0.397226	161.988853	161.988853	161.988853	0.234048	0.003564	2.830000	786.678271	280.472857	7.647529
216.472995	0.049149	0.269201	0.273651	46.476634	0.010093	0.397139	161.729864	161.729864	161.729864	0.234029	0.003772	2.830000	786.271462	280.400036	7.756656
219.591187	0.050557	0.272889	0.277532	46.967629	0.010095	0.397050	161.467166	161.467166	161.467166	0.234010	0.003993	2.830000	785.853174	280.325132	7.867309
222.754295	0.052005	0.276621	0.281467	47.458451	0.010098	0.396958	161.200706	161.200706	161.200706	0.233990	0.004227	2.830000	785.423096	280.248086	7.979508
225.962966	0.053493	0.280399	0.285456	47.949096	0.010101	0.396863	160.930431	160.930431	160.930431	0.233969	0.004474	2.830000	784.980904	280.168839	8.093274
229.217857	0.055023	0.284222	0.289499	48.439558	0.010104	0.396766	160.656287	160.656287	160.656287	0.233948	0.004735	2.830000	784.526270	280.087329	8.208626
232.519632	0.056597	0.288091	0.293598	48.929832	0.010107	0.396666	160.378220	160.378220	160.378220	0.233926	0.005012	2.830000	784.058854	280.003492	8.325586
235.868968	0.058215	0.292006	0.297752	49.419913	0.010110	0.396563	160.096174	160.096174	160.096174	0.233903	0.005305	2.830000	783.578309	279.917262	8.444174
239.266550	0.059878	0.295966	0.301963	49.909795	0.010113	0.396457	159.810095	159.810095	159.810095	0.233880	0.005615	2.830000	783.084281	279.828574	8.564410
242.713072	0.061588	0.299974	0.306231	50.399472	0.010117	0.396348	159.519924	159.519924	159.519924	0.233856	0.005944	2.830000	782.576405	279.737358	8.686317
246.209240	0.063346	0.304028	0.310557	50.888938	0.010120	0.396236	159.225604	159.225604	159.225604	0.233830	0.006291	2.830000	782.054308	279.643543	8.809915
249.755769	0.065153	0.308128	0.314941	51.378186	0.010124	0.396120	158.927078	158.927078	158.927078	0.233804	0.006658	2.830000	781.517607	279.547057	8.935226
253.353383	0.067011	0.312276	0.319385	51.867211	0.010127	0.396002	158.624285	158.624285	158.624285	0.233777	0.007047	2.830000	780.965910	279.447826	9.062271
257.002820	0.068921	0.316471	0.323888	52.356006	0.010131	0.395880	158.317167	158.317167	158.317167	0.233750	0.007458	2.830000	780.398816	279.345773	9.191073
260.704825	0.070885	0.320713	0.328453	52.844564	0.010135	0.395754	158.005663	158.005663	158.005663	0.233721	0.007894	2.830000	779.815914	279.240820	9.321653
264.460155	0.072903	0.325002	0.333078	53.332878	0.010139	0.395625	157.689712	157.689712	157.689712	0.233691	0.008354	2.830000	779.216784	279.132887	9.454033
268.269580	0.074977	0.329339	0.337766	53.820940	0.010143	0.395492	157.369251	157.369251	157.369251	0.233660	0.008842	2.830000	778.600993	279.021890	9.588236
272.133877	0.077110	0.333723	0.342516	54.308744	0.010147	0.395355	157.044218	157.044218	157.044218	0.233628	0.009357	2.830000	777.968103	278.907746	9.724285
276.053838	0.079301	0.338155	0.347329	54.796282	0.010151	0.395214	156.714549	156.714549	156.714549	0.233595	0.009903	2.830000	777.317660	278.790366	9.862202
280.030263	0.081553	0.342635	0.352207	55.283546	0.010155	0.395069	156.380180	156.380180	156.380180	0.233560	0.010480	2.830000	776.649203	278.669663	10.002010
284.063968	0.083868	0.347162	0.357149	55.770527	0.010160	0.394920	156.041045	156.041045	156.041045	0.233525	0.011090	2.830000	775.962259	278.545544	10.143731
288.155776	0.086247	0.351736	0.362156	56.257218	0.010165	0.394767	155.697078	155.697078	155.697078	0.233488	0.011736	2.830000	775.256346	278.417916	10.287390
292.306525	0.088692	0.356359	0.367230	56.743610	0.010169	0.394609	155.348212	155.348212	155.348212	0.233450	0.012420	2.830000	774.530969	278.286682	10.433008
296.517063	0.091204	0.361028	0.372370	57.229694	0.010174	0.394447	154.994380	154.994380	154.994380	0.233410	0.013143	2.830000	773.785623	278.151744	10.580610
300.788252	0.093786	0.365745	0.377578	57.715461	0.010179	0.394280	154.635513	154.635513	154.635513	0.233369	0.013907	2.830000	773.019791	278.013001	10.730219
305.120965	0.096439	0.370509	0.382854	58.200902	0.010185	0.394109	154.271542	154.271542	154.271542	0.233327	0.014716	2.830000	772.232945	277.870348	10.881859
309.516090	0.099164	0.375319	0.388199	58.686006	0.010190	0.393932	153.902397	153.902397	153.902397	0.233283	0.015572	2.830000	771.424546	277.723679	11.035552
313.974523	0.101965	0.380176	0.393613	59.170764	0.010196	0.393750	153.528006	153.528006	153.528006	0.233237	0.016477	2.830000	770.594042	277.572886	11.191324
318.497179	0.104842	0.385080	0.399097	59.655167	0.010201	0.393564	153.148298	153.148298	153.148298	0.233190	0.017434	2.830000	769.740872	277.417857	11.349198
323.084981	0.107798	0.390029	0.404652	60.139202	0.010207	0.393371	152.763200	152.763200	152.763200	0.233141	0.018446	2.830000	768.864461	277.258477	11.509197
327.738869	0.110834	0.395024	0.410278	60.622859	0.010213	0.393174	152.372638	152.372638	152.372638	0.233090	0.019517	2.830000	767.964222	277.094629	11.671346
332.459793	0.113953	0.400064	0.415977	61.106128	0.010219	0.392970	151.976539	151.976539	151.976539	0.233037	0.020650	2.830000	767.039557	276.926193	11.835669
337.248720	0.117157	0.405149	0.421748	61.588996	0.010226	0.392761	151.574827	151.574827	151.574827	0.232982	0.021847	2.830000	766.089856	276.753046	12.002189
342.106630	0.120448	0.410278	0.427593	62.071452	0.010232	0.392546	151.167426	151.167426	151.167426	0.232926	0.023114	2.830000	765.114497	276.575062	12.170932
347.034515	0.123828	0.415450	0.433511	62.553483	0.010239	0.392325	150.754259	150.754259	150.754259	0.232867	0.024453	2.830000	764.112845	276.392112	12.341920
352.033384	0.127299	0.420665	0.439504	63.035077	0.010246	0.392097	150.335248	150.335248	150.335248	0.232805	0.025869	2.830000	763.084253	276.204064	12.515178
357.104260	0.130864	0.425922	0.445573	63.516221	0.010253	0.391863	149.910316	149.910316	149.910316	0.232742	0.027366	2.830000	762.028063	276.010783	12.690730
362.248179	0.134524	0.431221	0.451717	63.996901	0.010261	0.391622	149.479383	149.479383	149.479383	0.232676	0.028950	2.830000	760.943604	275.812131	12.868601
367.466194	0.138283	0.436560	0.457937	64.477104	0.010268	0.391374	149.042368	149.042368	149.042368	0.232608	0.030623	2.830000	759.830194	275.607966	13.048813
372.759372	0.142142	0.441938	0.464235	64.956815	0.010276	0.391119	148.599191	148.599191	148.599191	0.232537	0.032393	2.830000	758.687137	275.398144	13.231391
378.128796	0.146104	0.447355	0.470609	65.436020	0.010284	0.390857	148.149770	148.149770	148.149770	0.232463	0.034264	2.830000	757.513728	275.182517	13.416359
383.575563	0.150172	0.452810	0.477062	65.914703	0.010292	0.390588	147.694023	147.694023	147.694023	0.232386	0.036242	2.830000	756.309247	274.960933	13.603739
389.100789	0.154347	0.458300	0.483593	66.392850	0.010301	0.390311	147.231867	147.231867	147.231867	0.232307	0.038332	2.830000	755.072964	274.733240	13.793557
394.705603	0.158633	0.463826	0.490203	66.870443	0.010310	0.390026	146.763217	146.763217	146.763217	0.232224	0.040542	2.830000	753.804138	274.499278	13.985834
400.391152	0.163031	0.469386	0.496893	67.347468	0.010319	0.389733	146.287989	146.287989	146.287989	0.232138	0.042877	2.830000	752.502017	274.258886	14.180595
406.158599	0.167546	0.474978	0.503662	67.823906	0.010328	0.389431	145.806097	145.806097	145.806097	0.232049	0.045345	2.830000	751.165835	274.011901	14.377861
412.009123	0.172178	0.480600	0.510511	68.299740	0.010338	0.389121	145.317455	145.317455	145.317455	0.231956	0.047954	2.830000	749.794819	273.758153	14.577656
417.943921	0.176931	0.486252	0.517442	68.774953	0.010347	0.388802	144.821977	144.821977	144.821977	0.231860	0.050710	2.830000	748.388183	273.497472	14.780002
423.964207	0.181808	0.491931	0.524453	69.249525	0.010358	0.388475	144.319574	144.319574	144.319574	0.231760	0.053623	2.830000	746.945132	273.229683	14.984921
430.071212	0.186811	0.497636	0.531545	69.723437	0.010368	0.388138	143.810159	143.810159	143.810159	0.231656	0.056700	2.830000	745.464860	272.954608	15.192435
436.266186	0.191944	0.503365	0.538719	70.196670	0.010379	0.387791	143.293643	143.293643	143.293643	0.231547	0.059952	2.830000	743.946554	272.672064	15.402566
442.550395	0.197208	0.509115	0.545975	70.669204	0.010390	0.387435	142.769937	142.769937	142.769937	0.231435	0.063387	2.830000	742.389389	272.381866	15.615333
448.925126	0.202607	0.514884	0.553313	71.141017	0.010401	0.387069	142.238950	142.238950	142.238950	0.231318	0.067016	2.830000	740.792533	272.083827	15.830758
455.391681	0.208143	0.520671	0.560733	71.612088	0.010413	0.386692	141.700593	141.700593	141.700593	0.231196	0.070848	2.830000	739.155148	271.777753	16.048861
461.951385	0.213820	0.526472	0.568236	72.082394	0.010425	0.386305	141.154774	141.154774	141.154774	0.231069	0.074897	2.830000	737.476386	271.463449	16.269661
468.605578	0.219640	0.532285	0.575821	72.551914	0.010437	0.385907	140.601403	140.601403	140.601403	0.230938	0.079172	2.830000	735.755394	271.140716	16.493177
475.355621	0.225607	0.538108	0.583488	73.020623	0.010450	0.385498	140.040387	140.040387	140.040387	0.230800	0.083687	2.830000	733.991313	270.809353	16.719428
482.202895	0.231722	0.543937	0.591238	73.488497	0.010463	0.385078	139.471634	139.471634	139.471634	0.230658	0.088455	2.830000	732.183279	270.469153	16.948431
489.148802	0.237990	0.549769	0.599070	73.955511	0.010477	0.384645	138.895053	138.895053	138.895053	0.230510	0.093488	2.830000	730.330423	270.119909	17.180203
496.194760	0.244412	0.555602	0.606985	74.421640	0.010491	0.384201	138.310550	138.310550	138.310550	0.230355	0.098802	2.830000	728.431874	269.761407	17.414761
503.342213	0.250993	0.561432	0.614982	74.886856	0.010505	0.383745	137.718033	137.718033	137.718033	0.230194	0.104412	2.830000	726.486759	269.393433	17.652120
510.592621	0.257734	0.567255	0.623061	75.351133	0.010520	0.383276	137.117409	137.117409	137.117409	0.230027	0.110333	2.830000	724.494203	269.015770	17.892295
517.947468	0.264639	0.573067	0.631221	75.814443	0.010535	0.382794	136.508586	136.508586	136.508586	0.229853	0.116582	2.830000	722.453331	268.628196	18.135299
525.408258	0.271710	0.578866	0.639462	76.276755	0.010551	0.382298	135.891469	135.891469	135.891469	0.229672	0.123177	2.830000	720.363269	268.230488	18.381145
532.976517	0.278951	0.584646	0.647784	76.738042	0.010567	0.381789	135.265967	135.265967	135.265967	0.229483	0.130135	2.830000	718.223147	267.822420	18.629845
540.653794	0.286364	0.590404	0.656187	77.198271	0.010583	0.381266	134.631987	134.631987	134.631987	0.229287	0.137476	2.830000	716.032099	267.403763	18.881410
548.441658	0.293952	0.596135	0.664669	77.657412	0.010600	0.380729	133.989436	133.989436	133.989436	0.229082	0.145220	2.830000	713.789261	266.974286	19.135848
556.341702	0.301718	0.601834	0.673230	78.115431	0.010618	0.380177	133.338223	133.338223	133.338223	0.228870	0.153389	2.830000	711.493781	266.533756	19.393170
564.355543	0.309665	0.607497	0.681868	78.572295	0.010636	0.379610	132.678257	132.678257	132.678257	0.228648	0.162003	2.830000	709.144812	266.081938	19.653380
572.484820	0.317794	0.613118	0.690584	79.027971	0.010654	0.379028	132.009446	132.009446	132.009446	0.228417	0.171087	2.830000	706.741519	265.618594	19.916486
580.731195	0.326110	0.618692	0.699377	79.482421	0.010673	0.378430	131.331700	131.331700	131.331700	0.228177	0.180664	2.830000	704.283078	265.143488	20.182492
589.096355	0.334613	0.624214	0.708244	79.935610	0.010693	0.377815	130.644930	130.644930	130.644930	0.227927	0.190760	2.830000	701.768681	264.656379	20.451400
597.582011	0.343307	0.629678	0.717185	80.387499	0.010713	0.377185	129.949048	129.949048	129.949048	0.227666	0.201401	2.830000	699.197535	264.157026	20.723211
606.189899	0.352194	0.635078	0.726199	80.838051	0.010734	0.376537	129.243966	129.243966	129.243966	0.227395	0.212615	2.830000	696.568865	263.645188	20.997926
614.921780	0.361275	0.640407	0.735283	81.287226	0.010756	0.375872	128.529598	128.529598	128.529598	0.227112	0.224431	2.830000	693.881917	263.120625	21.275541
623.779440	0.370554	0.645660	0.744437	81.734981	0.010778	0.375190	127.805860	127.805860	127.805860	0.226818	0.236878	2.830000	691.135961	262.583093	21.556054
632.764690	0.380032	0.650829	0.753659	82.181276	0.010800	0.374489	127.072669	127.072669	127.072669	0.226511	0.249989	2.830000	688.330291	262.032353	21.839459
641.879368	0.389710	0.655907	0.762947	82.626067	0.010823	0.373770	126.329942	126.329942	126.329942	0.226192	0.263796	2.830000	685.464228	261.468162	22.125748
651.125339	0.399590	0.660888	0.772299	83.069308	0.010847	0.373032	125.577602	125.577602	125.577602	0.225860	0.278333	2.830000	682.537126	260.890283	22.414910
660.504493	0.409674	0.665763	0.781712	83.510955	0.010872	0.372275	124.815569	124.815569	124.815569	0.225514	0.293636	2.830000	679.548369	260.298477	22.706935
670.018750	0.419963	0.670526	0.791185	83.950959	0.010898	0.371498	124.043769	124.043769	124.043769	0.225153	0.309742	2.830000	676.497380	259.692508	23.001809
679.670056	0.430457	0.675167	0.800714	84.389273	0.010924	0.370701	123.262130	123.262130	123.262130	0.224778	0.326688	2.830000	673.383618	259.072143	23.299514
689.460384	0.441158	0.679678	0.810298	84.825847	0.010950	0.369884	122.470581	122.470581	122.470581	0.224387	0.344516	2.830000	670.206585	258.437152	23.600033
699.391737	0.452066	0.684052	0.819933	85.260628	0.010978	0.369045	121.669056	121.669056	121.669056	0.223981	0.363266	2.830000	666.965828	257.787309	23.903344
709.466146	0.463181	0.688278	0.829616	85.693566	0.011006	0.368186	120.857491	120.857491	120.857491	0.223557	0.382982	2.830000	663.660940	257.122391	24.209424
719.685673	0.474503	0.692349	0.839345	86.124604	0.011036	0.367304	120.035826	120.035826	120.035826	0.223116	0.403707	2.830000	660.291566	256.442181	24.518246
730.052407	0.486031	0.696254	0.849115	86.553689	0.011066	0.366401	119.204004	119.204004	119.204004	0.222657	0.425488	2.830000	656.857406	255.746467	24.829783
740.568469	0.497765	0.699984	0.858922	86.980762	0.011097	0.365475	118.361972	118.361972	118.361972	0.222180	0.448373	2.830000	653.358215	255.035043	25.144001
751.236010	0.509704	0.703529	0.868764	87.405765	0.011128	0.364526	117.509683	117.509683	117.509683	0.221682	0.472411	2.830000	649.793809	254.307710	25.460867
762.057212	0.521845	0.706879	0.878636	87.828638	0.011161	0.363554	116.647093	116.647093	116.647093	0.221165	0.497652	2.830000	646.164067	253.564276	25.780343
773.034288	0.534188	0.710023	0.888533	88.249319	0.011194	0.362558	115.774164	115.774164	115.774164	0.220627	0.524148	2.830000	642.468937	252.804558	26.102390
784.169484	0.546729	0.712952	0.898450	88.667746	0.011229	0.361538	114.890861	114.890861	114.890861	0.220067	0.551954	2.830000	638.708434	252.028383	26.426963
795.465078	0.559466	0.715653	0.908384	89.083852	0.011264	0.360493	113.997158	113.997158	113.997158	0.219484	0.581124	2.830000	634.882647	251.235585	26.754017
806.923378	0.572396	0.718116	0.918329	89.497571	0.011301	0.359424	113.093033	113.093033	113.093033	0.218878	0.611715	2.830000	630.991740	250.426011	27.083503
818.546731	0.585513	0.720330	0.928279	89.908835	0.011338	0.358330	112.178470	112.178470	112.178470	0.218248	0.643784	2.830000	627.035959	249.599519	27.415368
830.337512	0.598815	0.722283	0.938228	90.317574	0.011377	0.357210	111.253461	111.253461	111.253461	0.217593	0.677392	2.830000	623.015628	248.755979	27.749555
842.298134	0.612296	0.723964	0.948171	90.723717	0.011416	0.356064	110.318004	110.318004	110.318004	0.216912	0.712597	2.830000	618.931158	247.895274	28.086008
854.431043	0.625949	0.725360	0.958102	91.127189	0.011457	0.354892	109.372107	109.372107	109.372107	0.216204	0.749463	2.830000	614.783045	247.017302	28.424663
866.738721	0.639770	0.726460	0.968013	91.527916	0.011498	0.353693	108.415783	108.415783	108.415783	0.215468	0.788050	2.830000	610.571875	246.121974	28.765455
879.223685	0.653750	0.727252	0.977898	91.925821	0.011541	0.352468	107.449056	107.449056	107.449056	0.214703	0.828423	2.830000	606.298327	245.209219	29.108317
891.888489	0.667882	0.727724	0.987750	92.320825	0.011585	0.351215	106.471957	106.471957	106.471957	0.213909	0.870646	2.830000	601.963171	244.278981	29.453176
904.735724	0.682158	0.727864	0.997560	92.712848	0.011630	0.349936	105.484528	105.484528	105.484528	0.213084	0.914782	2.830000	597.567274	243.331222	29.799959
917.768017	0.696568	0.727660	1.007321	93.101808	0.011677	0.348629	104.486819	104.486819	104.486819	0.212227	0.960897	2.830000	593.111598	242.365923	30.148588
930.988035	0.711103	0.727100	1.017025	93.487621	0.011724	0.347294	103.478894	103.478894	103.478894	0.211338	1.009056	2.830000	588.597202	241.383082	30.498983
944.398480	0.725750	0.726171	1.026664	93.870200	0.011773	0.345931	102.460825	102.460825	102.460825	0.210415	1.059324	2.830000	584.025245	240.382721	30.851060
958.002097	0.740500	0.724863	1.036227	94.249459	0.011823	0.344540	101.432697	101.432697	101.432697	0.209457	1.111766	2.830000	579.396981	239.364877	31.204734
971.801667	0.755338	0.723163	1.045706	94.625308	0.011874	0.343121	100.394607	100.394607	100.394607	0.208463	1.166444	2.830000	574.713766	238.329614	31.559916
985.800014	0.770252	0.721060	1.055091	94.997657	0.011927	0.341674	99.346663	99.346663	99.346663	0.207433	1.223424	2.830000	569.977050	237.277014	31.916515
1000.000000	0.785227	0.718544	1.064372	95.366412	0.011981	0.340198	98.288990	98.288990	98.288990	0.206364	1.282765	2.830000	565.188380	236.207184	32.274438
1014.404530	0.800248	0.715603	1.073538	95.731479	0.012036	0.338694	97.221724	97.221724	97.221724	0.205256	1.344530	2.830000	560.349399	235.120253	32.633590
1029.016551	0.815298	0.712227	1.082580	96.092763	0.012093	0.337162	96.145016	96.145016	96.145016	0.204109	1.408776	2.830000	555.461843	234.016373	32.993874
1043.839051	0.830361	0.708407	1.091485	96.450165	0.012151	0.335601	95.059034	95.059034	95.059034	0.202919	1.475560	2.830000	550.527535	232.895721	33.355192
1058.875063	0.845417	0.704133	1.100242	96.803586	0.012211	0.334012	93.963961	93.963961	93.963961	0.201688	1.544935	2.830000	545.548387	231.758499	33.717443
1074.127661	0.860447	0.699396	1.108839	97.152925	0.012272	0.332395	92.859995	92.859995	92.859995	0.200413	1.616951	2.830000	540.526394	230.604932	34.080527
1089.599965	0.875432	0.694190	1.117265	97.498081	0.012335	0.330750	91.747353	91.747353	91.747353	0.199093	1.691656	2.830000	535.463628	229.435269	34.444342
1105.295141	0.890350	0.688507	1.125506	97.838948	0.012399	0.329077	90.626270	90.626270	90.626270	0.197727	1.769091	2.830000	530.362238	228.249786	34.808787
1121.216399	0.905179	0.682340	1.133550	98.175423	0.012464	0.327377	89.497001	89.497001	89.497001	0.196315	1.849296	2.830000	525.224437	227.048780	35.173759
1137.366994	0.919895	0.675685	1.141384	98.507398	0.012531	0.325649	88.359817	88.359817	88.359817	0.194854	1.932303	2.830000	520.052503	225.832573	35.539157
1153.750232	0.934476	0.668538	1.148994	98.834766	0.012600	0.323894	87.215012	87.215012	87.215012	0.193344	2.018141	2.830000	514.848768	224.601513	35.904880
1170.369462	0.948895	0.660896	1.156367	99.157417	0.012670	0.322113	86.062901	86.062901	86.062901	0.191784	2.106830	2.830000	509.615614	223.355966	36.270829
1187.228084	0.963127	0.652757	1.163488	99.475243	0.012742	0.320305	84.903819	84.903819	84.903819	0.190172	2.198388	2.830000	504.355462	222.096325	36.636906
1204.329547	0.977146	0.644121	1.170345	99.788132	0.012816	0.318471	83.738127	83.738127	83.738127	0.188508	2.292820	2.830000	499.070766	220.822999	37.003016
1221.677349	0.990924	0.634990	1.176921	100.095972	0.012891	0.316613	82.566205	82.566205	82.566205	0.186790	2.390130	2.830000	493.764005	219.536422	37.369064
1239.275037	1.004433	0.625367	1.183203	100.398653	0.012968	0.314729	81.388462	81.388462	81.388462	0.185016	2.490309	2.830000	488.437671	218.237042	37.734961
1257.126212	1.017646	0.615255	1.189177	100.696060	0.013046	0.312821	80.205330	80.205330	80.205330	0.183187	2.593342	2.830000	483.094264	216.925328	38.100621
1275.234525	1.030532	0.604661	1.194827	100.988081	0.013126	0.310890	79.017267	79.017267	79.017267	0.181301	2.699204	2.830000	477.736278	215.601763	38.465961
1293.603680	1.043063	0.593594	1.200140	101.274603	0.013208	0.308936	77.824759	77.824759	77.824759	0.179356	2.807863	2.830000	472.366194	214.266843	38.830902
1312.237433	1.055209	0.582064	1.205099	101.555512	0.013291	0.306960	76.628320	76.628320	76.628320	0.177351	2.919275	2.830000	466.986471	212.921077	39.195371
1331.139597	1.066940	0.570082	1.209692	101.830696	0.013377	0.304962	75.428493	75.428493	75.428493	0.175286	3.033388	2.830000	461.599532	211.564984	39.559300
