Freq (hertz)	Ra (norm)	Xa (norm)	Za (norm)	SPL (dB)	Ze (ohms)	Xd (mm) 	WPhase (deg)	UPhase (deg)	CPhase (deg)	Delay (msec)	Efficiency (%)	Ein (volts)	Pin (watts)	Iin (amps)	ZePhase (deg)
1239.275037	1.026989	0.067143	1.029182	110.247609	0.014834	0.214456	32.893615	32.893615	32.893615	0.093317	29.014213	2.830000	512.706805	190.774463	18.259452
1257.126212	1.025022	0.061097	1.026842	110.374062	0.014881	0.212078	32.318687	32.318687	32.318687	0.085445	29.238280	2.830000	511.135512	190.181040	18.251455
1275.234525	1.021842	0.055780	1.023364	110.490135	0.014930	0.209843	31.789980	31.789980	31.789980	0.076662	29.469900	2.830000	509.414656	189.549642	18.259602
1293.603680	1.017671	0.051492	1.018973	110.598323	0.014984	0.207746	31.313614	31.313614	31.313614	0.067387	29.716544	2.830000	507.514227	188.864645	18.279947
1312.237433	1.012808	0.048465	1.013967	110.701701	0.015044	0.205773	30.892947	30.892947	30.892947	0.058094	29.984781	2.830000	505.418042	188.114208	18.307248
1331.139597	1.007609	0.046849	1.008698	110.803781	0.015110	0.203902	30.528063	30.528063	30.528063	0.049299	30.279756	2.830000	503.126108	187.291417	18.335204
1350.314038	1.002467	0.046691	1.003553	110.908314	0.015183	0.202103	30.215350	30.215350	30.215350	0.041543	30.604665	2.830000	500.656290	186.395308	18.356797
1369.764677	0.997780	0.047929	0.998930	111.019018	0.015262	0.200341	29.947258	29.947258	29.947258	0.035346	30.960255	2.830000	498.044877	185.431635	18.364768
1389.495494	0.993922	0.050391	0.995199	111.139260	0.015346	0.198578	29.712403	29.712403	29.712403	0.031157	31.344423	2.830000	495.345581	184.413223	18.352211
1409.510524	0.991212	0.053797	0.992671	111.271702	0.015434	0.196773	29.496122	29.496122	29.496122	0.029282	31.752016	2.830000	492.626540	183.359669	18.313290
1429.813862	0.989879	0.057784	0.991564	111.417969	0.015524	0.194893	29.281570	29.281570	29.281570	0.029823	32.174935	2.830000	489.965064	182.296221	18.244008
1450.409659	0.990040	0.061925	0.991975	111.578389	0.015614	0.192909	29.051316	29.051316	29.051316	0.032632	32.602652	2.830000	487.440264	181.251706	18.142912
1471.302129	0.991683	0.065768	0.993861	111.751868	0.015700	0.190803	28.789260	28.789260	28.789260	0.037305	33.023171	2.830000	485.124191	180.255596	18.011603
1492.495545	0.994656	0.068877	0.997038	111.935940	0.015781	0.188571	28.482576	28.482576	28.482576	0.043220	33.424374	2.830000	483.072687	179.334510	17.854887
1513.994242	0.998675	0.070872	1.001187	112.126992	0.015854	0.186223	28.123316	28.123316	28.123316	0.049616	33.795566	2.830000	481.317440	178.508680	17.680469
1535.802619	1.003346	0.071473	1.005888	112.320632	0.015918	0.183783	27.709392	27.709392	27.709392	0.055698	34.128954	2.830000	479.860757	177.789004	17.498158
1557.925134	1.008194	0.070535	1.010659	112.512163	0.015973	0.181286	27.244781	27.244781	27.244781	0.060739	34.420776	2.830000	478.674120	177.175273	17.318702
1580.366314	1.012714	0.068071	1.015000	112.697074	0.016020	0.178773	26.738973	26.738973	26.738973	0.064163	34.671854	2.830000	477.700853	176.655912	17.152425
1603.130749	1.016422	0.064261	1.018451	112.871492	0.016060	0.176291	26.205831	26.205831	26.205831	0.065592	34.887507	2.830000	476.862456	176.209260	17.007915
1626.223094	1.018908	0.059440	1.020640	113.032576	0.016097	0.173882	25.662083	25.662083	25.662083	0.064863	35.076873	2.830000	476.067581	175.806132	16.890956
1649.648074	1.019894	0.054067	1.021326	113.178794	0.016133	0.171581	25.125670	25.125670	25.125670	0.062024	35.251791	2.830000	475.222383	175.413221	16.803834
1673.410480	1.019269	0.048678	1.020431	113.310109	0.016172	0.169414	24.614065	24.614065	24.614065	0.057316	35.425445	2.830000	474.241108	174.996882	16.745045
1697.515172	1.017111	0.043829	1.018055	113.428040	0.016215	0.167391	24.142655	24.142655	24.142655	0.051147	35.610892	2.830000	473.055987	174.526941	16.709408
1721.967081	1.013689	0.040020	1.014479	113.535601	0.016266	0.165507	23.723176	23.723176	23.723176	0.044081	35.819607	2.830000	471.625786	173.980252	16.688511
1746.771208	1.009438	0.037637	1.010139	113.637086	0.016326	0.163744	23.362262	23.362262	23.362262	0.036800	36.060077	2.830000	469.942339	173.343812	16.671495
1771.932627	1.004911	0.036893	1.005588	113.737684	0.016395	0.162069	23.060196	23.060196	23.060196	0.030068	36.336533	2.830000	468.034239	172.617156	16.646171
1797.456484	1.000713	0.037787	1.001427	113.842898	0.016471	0.160437	22.810132	22.810132	22.810132	0.024654	36.647964	2.830000	465.966556	171.813649	16.600473
1823.348001	0.997421	0.040100	0.998227	113.957815	0.016554	0.158802	22.598134	22.598134	22.598134	0.021218	36.987630	2.830000	463.835365	170.960129	16.524201
1849.612473	0.995501	0.043403	0.996447	114.086287	0.016638	0.157116	22.404398	22.404398	22.404398	0.020183	37.343388	2.830000	461.756267	170.094336	16.410871
1876.255272	0.995233	0.047115	0.996348	114.230202	0.016720	0.155342	22.205840	22.205840	22.205840	0.021611	37.699088	2.830000	459.847299	169.259877	16.259322
1903.281848	0.996659	0.050576	0.997941	114.389015	0.016795	0.153459	21.979794	21.979794	21.979794	0.025146	38.037060	2.830000	458.208442	168.499087	16.074599
1930.697729	0.999557	0.053145	1.000969	114.559697	0.016861	0.151466	21.708104	21.708104	21.708104	0.030049	38.341353	2.830000	456.901836	167.845015	15.867662
1958.508523	1.003467	0.054307	1.004935	114.737169	0.016914	0.149381	21.380599	21.380599	21.380599	0.035339	38.601008	2.830000	455.937645	167.314409	15.653734
1986.719919	1.007744	0.053764	1.009177	114.915137	0.016956	0.147244	20.997056	20.997056	20.997056	0.039993	38.812460	2.830000	455.269668	166.903658	15.449531
2015.337686	1.011666	0.051501	1.012976	115.087160	0.016988	0.145104	20.567194	20.567194	20.567194	0.043138	38.980399	2.830000	454.802282	166.588876	15.270014
2044.367679	1.014551	0.047804	1.015677	115.247728	0.017014	0.143013	20.108871	20.108871	20.108871	0.044192	39.116907	2.830000	454.407247	166.330149	15.125467
2073.815835	1.015887	0.043224	1.016806	115.393183	0.017040	0.141018	19.645007	19.645007	19.645007	0.042938	39.239153	2.830000	453.946676	166.078851	15.019535
2103.688178	1.015431	0.038493	1.016161	115.522354	0.017070	0.139150	19.199882	19.199882	19.199882	0.039524	39.366252	2.830000	453.297716	165.786428	14.948533
2133.990819	1.013277	0.034387	1.013860	115.636844	0.017109	0.137421	18.795290	18.795290	18.795290	0.034443	39.515871	2.830000	452.375037	165.413149	14.901986
2164.729954	1.009845	0.031582	1.010339	115.740908	0.017158	0.135819	18.446879	18.446879	18.446879	0.028469	39.701018	2.830000	451.148068	164.935652	14.864280
2195.911873	1.005821	0.030515	1.006284	115.840881	0.017219	0.134312	18.161000	18.161000	18.161000	0.022581	39.927350	2.830000	449.650298	164.352320	14.817234
2227.542952	1.002028	0.031282	1.002516	115.944136	0.017289	0.132850	17.932592	17.932592	17.932592	0.017818	40.191432	2.830000	447.977874	163.685415	14.743465
2259.629662	0.999264	0.033599	0.999828	116.057638	0.017364	0.131378	17.744921	17.744921	17.744921	0.015078	40.480495	2.830000	446.274993	162.978731	14.630190
2292.178566	0.998126	0.036840	0.998805	116.186333	0.017438	0.129847	17.571999	17.571999	17.571999	0.014874	40.774338	2.830000	444.705549	162.289804	14.472791
2325.196322	0.998868	0.040157	0.999674	116.331796	0.017504	0.128221	17.383927	17.383927	17.383927	0.017136	41.049599	2.830000	443.414808	161.677088	14.276974
2358.689683	1.001319	0.042662	1.002227	116.491608	0.017557	0.126493	17.154187	17.154187	17.154187	0.021169	41.285706	2.830000	442.490359	161.184705	14.058380
2392.665500	1.004899	0.043632	1.005846	116.659774	0.017596	0.124685	16.866737	16.866737	16.866737	0.025815	41.470789	2.830000	441.934922	160.829420	13.839096
2427.130723	1.008733	0.042702	1.009636	116.828138	0.017622	0.122842	16.520447	16.520447	16.520447	0.029780	41.605394	2.830000	441.661538	160.594681	13.641842
2462.092401	1.011859	0.039976	1.012649	116.988396	0.017640	0.121022	16.129446	16.129446	16.129446	0.031985	41.702581	2.830000	441.514157	160.434210	13.483668
2497.557686	1.013474	0.036027	1.014115	117.134163	0.017656	0.119280	15.719479	15.719479	15.719479	0.031820	41.784409	2.830000	441.307701	160.284087	13.371244
2533.533832	1.013156	0.031768	1.013654	117.262575	0.017679	0.117656	15.321583	15.321583	15.321583	0.029260	41.876085	2.830000	440.876136	160.079502	13.299018
2570.028197	1.010997	0.028220	1.011391	117.375124	0.017713	0.116162	14.964652	14.964652	14.964652	0.024851	41.999419	2.830000	440.116485	159.771749	13.250491
2607.048246	1.007607	0.026228	1.007949	117.477498	0.017761	0.114780	14.668205	14.668205	14.668205	0.019614	42.166985	2.830000	439.019006	159.341748	13.202163
2644.601552	1.003960	0.026219	1.004302	117.578361	0.017820	0.113465	14.436638	14.436638	14.436638	0.014845	42.378124	2.830000	437.675894	158.807135	13.129480
2682.695795	1.001130	0.028047	1.001522	117.687122	0.017886	0.112157	14.256512	14.256512	14.256512	0.011809	42.617958	2.830000	436.262698	158.220240	13.013894
2721.338768	0.999973	0.031010	1.000454	117.811106	0.017951	0.110799	14.098738	14.098738	14.098738	0.011332	42.860606	2.830000	434.991118	157.655094	12.849371
2760.538375	1.000850	0.034034	1.001429	117.953000	0.018004	0.109353	13.926567	13.926567	13.926567	0.013449	43.076853	2.830000	434.041800	157.184685	12.645882
2800.302634	1.003477	0.035998	1.004123	118.109614	0.018042	0.107815	13.707692	13.707692	13.707692	0.017298	43.244403	2.830000	433.498662	156.854950	12.427429
2840.639679	1.006981	0.036098	1.007628	118.272709	0.018064	0.106219	13.425928	13.425928	13.425928	0.021407	43.356636	2.830000	433.312675	156.666166	12.224172
2881.557759	1.010167	0.034151	1.010744	118.431711	0.018075	0.104623	13.087324	13.087324	13.087324	0.024238	43.425650	2.830000	433.314083	156.570951	12.061418
2923.065245	1.011918	0.030687	1.012383	118.577321	0.018084	0.103090	12.718144	12.718144	12.718144	0.024738	43.478025	2.830000	433.270651	156.490616	11.950152
2965.170628	1.011611	0.026800	1.011966	118.704730	0.018101	0.101666	12.355896	12.355896	12.355896	0.022661	43.545244	2.830000	432.969777	156.343222	11.882915
3007.882518	1.009369	0.023765	1.009649	118.815426	0.018133	0.100363	12.036741	12.036741	12.036741	0.018628	43.652490	2.830000	432.295338	156.072951	11.836182
3051.209653	1.006048	0.022565	1.006301	118.916984	0.018179	0.099155	11.782910	11.782910	11.782910	0.013958	43.809324	2.830000	431.274318	155.671434	11.778272
3095.160895	1.002944	0.023495	1.003219	119.020669	0.018236	0.097985	11.593596	11.593596	11.593596	0.010278	44.005085	2.830000	430.075809	155.183950	11.680709
3139.745234	1.001296	0.026011	1.001634	119.137279	0.018294	0.096788	11.443102	11.443102	11.443102	0.008942	44.211379	2.830000	428.954554	154.695776	11.529992
3184.971790	1.001782	0.028903	1.002199	119.272566	0.018341	0.095514	11.289210	11.289210	11.289210	0.010395	44.392669	2.830000	428.149484	154.299222	11.335022
3230.849813	1.004191	0.030773	1.004662	119.424344	0.018370	0.094155	11.090644	11.090644	11.090644	0.013852	44.522050	2.830000	427.774908	154.052182	11.125212
3277.388687	1.007467	0.030630	1.007932	119.583060	0.018383	0.092744	10.826109	10.826109	10.826109	0.017605	44.594683	2.830000	427.759579	153.948547	10.937965
3324.597932	1.010135	0.028366	1.010533	119.735904	0.018386	0.091347	10.504701	10.504701	10.504701	0.019836	44.630919	2.830000	427.872390	153.918488	10.801016
3372.487204	1.010966	0.024856	1.011272	119.872554	0.018393	0.090029	10.162025	10.162025	10.162025	0.019452	44.666947	2.830000	427.826661	153.860182	10.719007
3421.066299	1.009577	0.021584	1.009808	119.989929	0.018414	0.088822	9.844318	9.844318	9.844318	0.016540	44.737919	2.830000	427.413134	153.687147	10.671010
3470.345152	1.006653	0.019954	1.006851	120.093886	0.018452	0.087716	9.587727	9.587727	9.587727	0.012330	44.861428	2.830000	426.601469	153.369475	10.619702
3520.333844	1.003657	0.020583	1.003868	120.196945	0.018503	0.086658	9.400760	9.400760	9.400760	0.008722	45.028124	2.830000	425.564596	152.951248	10.528500
3571.042600	1.002124	0.022951	1.002387	120.312472	0.018553	0.085577	9.257759	9.257759	9.257759	0.007430	45.204402	2.830000	424.605071	152.533566	10.380290
3622.481792	1.002858	0.025612	1.003185	120.447614	0.018591	0.084422	9.109474	9.109474	9.109474	0.009024	45.348611	2.830000	424.001911	152.224483	10.188667
3674.661941	1.005453	0.026927	1.005813	120.598890	0.018609	0.083191	8.908956	8.908956	8.908956	0.012464	45.434556	2.830000	423.850429	152.077569	9.992837
3727.593720	1.008453	0.025965	1.008787	120.753658	0.018611	0.081931	8.638917	8.638917	8.638917	0.015640	45.468064	2.830000	423.995993	152.056971	9.835875
3781.287957	1.010133	0.023089	1.010397	120.897110	0.018612	0.080714	8.322544	8.322544	8.322544	0.016622	45.484437	2.830000	424.116004	152.055656	9.739005
3835.755635	1.009511	0.019799	1.009705	121.020749	0.018624	0.079594	8.010574	8.010574	8.010574	0.014763	45.527828	2.830000	423.906094	151.957512	9.688598
3891.007893	1.006975	0.017880	1.007134	121.127530	0.018654	0.078576	7.752544	7.752544	7.752544	0.011035	45.625261	2.830000	423.261220	151.706026	9.643547
3947.056035	1.004108	0.018303	1.004275	121.230656	0.018699	0.077611	7.567510	7.567510	7.567510	0.007551	45.769659	2.830000	422.348325	151.340984	9.558869
4003.911523	1.002734	0.020576	1.002945	121.346006	0.018744	0.076626	7.430052	7.430052	7.430052	0.006385	45.922012	2.830000	421.518259	150.979666	9.413824
4061.585988	1.003746	0.022989	1.004009	121.481862	0.018773	0.075569	7.283286	7.283286	7.283286	0.008184	46.034996	2.830000	421.085638	150.744446	9.228004
4120.091227	1.006453	0.023697	1.006732	121.632738	0.018782	0.074447	7.075991	7.075991	7.075991	0.011553	46.085965	2.830000	421.106886	150.677043	9.050755
4179.439206	1.008968	0.021995	1.009207	121.782606	0.018779	0.073319	6.799340	6.799340	6.799340	0.013983	46.094722	2.830000	421.326439	150.704076	8.926939
4239.642065	1.009501	0.018886	1.009678	121.915933	0.018781	0.072259	6.494193	6.494193	6.494193	0.013662	46.110111	2.830000	421.350934	150.686944	8.864038
4300.712118	1.007677	0.016420	1.007811	122.028760	0.018801	0.071298	6.222788	6.222788	6.222788	0.010723	46.174967	2.830000	420.930694	150.521122	8.826048
4362.661857	1.004875	0.016207	1.005006	122.132015	0.018840	0.070407	6.024614	6.024614	6.024614	0.007183	46.294610	2.830000	420.148218	150.213926	8.758509
4425.503952	1.003250	0.018164	1.003415	122.244138	0.018881	0.069512	5.885657	5.885657	5.885657	0.005597	46.430782	2.830000	419.373425	149.884977	8.628682
4489.251258	1.004077	0.020498	1.004286	122.377049	0.018907	0.068553	5.745377	5.745377	5.745377	0.007098	46.529083	2.830000	418.988616	149.678675	8.453437
4553.916814	1.006669	0.021073	1.006890	122.525939	0.018911	0.067531	5.543506	5.543506	5.543506	0.010291	46.563742	2.830000	419.071117	149.644888	8.288876
4619.513847	1.008851	0.019176	1.009033	122.672560	0.018906	0.066511	5.271406	5.271406	5.271406	0.012339	46.561430	2.830000	419.311718	149.691077	8.183842
4686.055775	1.008755	0.016204	1.008885	122.800353	0.018910	0.065564	4.980776	4.980776	4.980776	0.011406	46.579328	2.830000	419.269301	149.658438	8.137133
4753.556208	1.006482	0.014524	1.006587	122.908719	0.018935	0.064709	4.740425	4.740425	4.740425	0.008195	46.655863	2.830000	418.751167	149.458756	8.097536
4822.028953	1.004093	0.015384	1.004211	123.014199	0.018974	0.063894	4.576800	4.576800	4.576800	0.005414	46.776119	2.830000	417.993370	149.155052	8.007306
4891.488015	1.003790	0.017716	1.003947	123.136351	0.019004	0.063042	4.447392	4.447392	4.447392	0.005497	46.882486	2.830000	417.467332	148.912145	7.854887
4961.947603	1.005846	0.019037	1.006026	123.279297	0.019013	0.062122	4.276522	4.276522	4.276522	0.008219	46.927631	2.830000	417.441315	148.844213	7.689504
5033.422128	1.008234	0.017801	1.008391	123.426875	0.019006	0.061181	4.028586	4.028586	4.028586	0.010733	46.922821	2.830000	417.702194	148.897462	7.575315
5105.926210	1.008557	0.015001	1.008668	123.558108	0.019006	0.060296	3.745290	3.745290	3.745290	0.010417	46.928327	2.830000	417.753344	148.898854	7.526431
5179.474679	1.006500	0.013255	1.006587	123.668263	0.019028	0.059500	3.505028	3.505028	3.505028	0.007497	46.992657	2.830000	417.314240	148.730357	7.491395
5254.082580	1.004245	0.014113	1.004344	123.774319	0.019063	0.058743	3.343510	3.343510	3.343510	0.004875	47.101925	2.830000	416.619229	148.453208	7.404464
5329.765172	1.004220	0.016351	1.004353	123.897969	0.019089	0.057948	3.213475	3.213475	3.213475	0.005244	47.191575	2.830000	416.191535	148.251204	7.255453
5406.537936	1.006431	0.017197	1.006578	124.041803	0.019092	0.057092	3.032028	3.032028	3.032028	0.008038	47.216023	2.830000	416.274422	148.231642	7.104868
5484.416576	1.008337	0.015415	1.008455	124.185458	0.019083	0.056231	2.774352	2.774352	2.774352	0.009896	47.202808	2.830000	416.536489	148.296854	7.017205
5563.417021	1.007712	0.012824	1.007794	124.308548	0.019089	0.055442	2.504475	2.504475	2.504475	0.008559	47.222158	2.830000	416.441366	148.252746	6.984972
5643.555431	1.005328	0.012236	1.005403	124.414656	0.019117	0.054725	2.301833	2.301833	2.301833	0.005506	47.304479	2.830000	415.878672	148.036965	6.935956
5724.848197	1.004115	0.014052	1.004213	124.527946	0.019148	0.054009	2.166215	2.166215	2.166215	0.004321	47.402115	2.830000	415.313698	147.799263	6.818353
5807.311946	1.005579	0.015669	1.005701	124.663988	0.019157	0.053234	2.013649	2.013649	2.013649	0.006357	47.445388	2.830000	415.230905	147.723726	6.667233
5890.963548	1.007799	0.014699	1.007906	124.809210	0.019149	0.052429	1.781049	1.781049	1.781049	0.008800	47.432984	2.830000	415.503575	147.789658	6.563369
5975.820111	1.007823	0.012147	1.007896	124.937797	0.019149	0.051676	1.510876	1.510876	1.510876	0.008297	47.436083	2.830000	415.540086	147.791795	6.526710
6061.898993	1.005641	0.011178	1.005703	125.045944	0.019172	0.050998	1.296560	1.296560	1.296560	0.005435	47.503665	2.830000	415.069735	147.613143	6.488033
6149.217802	1.004297	0.012798	1.004379	125.157785	0.019201	0.050330	1.156292	1.156292	1.156292	0.004037	47.594560	2.830000	414.525096	147.388500	6.381364
6237.794396	1.005683	0.014356	1.005786	125.292539	0.019209	0.049608	1.003736	1.003736	1.003736	0.005953	47.631991	2.830000	414.458356	147.323993	6.237961
6327.646895	1.007736	0.013257	1.007823	125.436251	0.019200	0.048860	0.769398	0.769398	0.769398	0.008200	47.615347	2.830000	414.735987	147.396746	6.145043
6418.793677	1.007371	0.010853	1.007430	125.561506	0.019202	0.048165	0.505448	0.505448	0.505448	0.007302	47.623562	2.830000	414.715835	147.381607	6.116171
6511.253386	1.005174	0.010505	1.005229	125.668588	0.019227	0.047537	0.309327	0.309327	0.309327	0.004537	47.696376	2.830000	414.212195	147.189670	6.068935
6605.044933	1.004597	0.012393	1.004674	125.785916	0.019250	0.046899	0.174175	0.174175	0.174175	0.004099	47.771440	2.830000	413.798266	147.010502	5.950183
6700.187504	1.006533	0.013119	1.006618	125.925800	0.019249	0.046207	-0.004780	-0.004780	-0.004780	0.006538	47.780426	2.830000	413.916870	147.018919	5.822739
6796.700558	1.007751	0.011164	1.007813	126.063627	0.019241	0.045520	-0.261354	-0.261354	-0.261354	0.007660	47.762258	2.830000	414.144200	147.084866	5.765935
6894.603838	1.006204	0.009512	1.006249	126.178056	0.019254	0.044901	-0.499561	-0.499561	-0.499561	0.005491	47.800023	2.830000	413.879384	146.984673	5.742176
6993.917368	1.004586	0.010646	1.004643	126.287450	0.019280	0.044314	-0.654508	-0.654508	-0.654508	0.003653	47.879656	2.830000	413.368180	146.781783	5.658725
7094.661463	1.005733	0.012169	1.005806	126.419053	0.019288	0.043681	-0.807078	-0.807078	-0.807078	0.005250	47.911671	2.830000	413.297928	146.724226	5.528714
7196.856730	1.007516	0.010969	1.007576	126.560294	0.019278	0.043025	-1.043598	-1.043598	-1.043598	0.007210	47.890760	2.830000	413.571159	146.802176	5.451364
7300.524071	1.006622	0.008945	1.006661	126.680817	0.019283	0.042424	-1.296469	-1.296469	-1.296469	0.005797	47.907864	2.830000	413.464040	146.759071	5.430535
7405.684692	1.004772	0.009560	1.004817	126.788891	0.019308	0.041868	-1.467808	-1.467808	-1.467808	0.003594	47.980880	2.830000	412.972891	146.569049	5.365639
7512.360102	1.005534	0.011205	1.005596	126.916581	0.019318	0.041278	-1.616431	-1.616431	-1.616431	0.004727	48.018567	2.830000	412.838781	146.492155	5.242223
7620.572122	1.007337	0.010240	1.007389	127.057415	0.019308	0.040659	-1.847079	-1.847079	-1.847079	0.006771	47.997827	2.830000	413.107156	146.568994	5.163270
7730.342884	1.006505	0.008284	1.006539	127.178456	0.019313	0.040089	-2.100115	-2.100115	-2.100115	0.005468	48.012091	2.830000	413.019218	146.533292	5.143753
7841.694843	1.004791	0.009003	1.004831	127.287225	0.019337	0.039561	-2.270866	-2.270866	-2.270866	0.003435	48.081034	2.830000	412.555697	146.353904	5.078376
7954.650775	1.005801	0.010436	1.005855	127.416825	0.019343	0.038998	-2.428202	-2.428202	-2.428202	0.004837	48.107886	2.830000	412.491910	146.304741	4.960068
8069.233784	1.007280	0.009091	1.007321	127.555577	0.019333	0.038415	-2.671126	-2.671126	-2.671126	0.006457	48.085325	2.830000	412.748769	146.382096	4.897668
8185.467307	1.005944	0.007594	1.005973	127.671734	0.019343	0.037887	-2.911692	-2.911692	-2.911692	0.004616	48.113215	2.830000	412.550534	146.307624	4.878586
8303.375120	1.004837	0.008905	1.004876	127.783981	0.019364	0.037382	-3.068825	-3.068825	-3.068825	0.003387	48.176403	2.830000	412.149454	146.147416	4.795347
8422.981339	1.006464	0.009546	1.006509	127.919718	0.019362	0.036834	-3.253885	-3.253885	-3.253885	0.005450	48.177630	2.830000	412.265832	146.166317	4.689675
8544.310429	1.006923	0.007625	1.006952	128.051346	0.019356	0.036296	-3.514139	-3.514139	-3.514139	0.005775	48.163948	2.830000	412.412582	146.211627	4.657468
8667.387209	1.005125	0.007384	1.005152	128.161142	0.019374	0.035812	-3.719023	-3.719023	-3.719023	0.003516	48.216041	2.830000	412.040997	146.072291	4.620733
8792.236851	1.005480	0.008944	1.005520	128.284272	0.019385	0.035313	-3.875149	-3.875149	-3.875149	0.004110	48.252636	2.830000	411.870964	145.990537	4.515249
8918.884894	1.007015	0.007959	1.007046	128.422468	0.019375	0.034786	-4.112077	-4.112077	-4.112077	0.005886	48.230460	2.830000	412.121060	146.066141	4.449985
9047.357242	1.005776	0.006575	1.005798	128.539339	0.019383	0.034306	-4.355795	-4.355795	-4.355795	0.004201	48.254128	2.830000	411.951750	146.002748	4.432884
9177.680175	1.005015	0.007946	1.005047	128.653594	0.019401	0.033843	-4.517808	-4.517808	-4.517808	0.003381	48.307309	2.830000	411.619914	145.868918	4.349916
9309.880348	1.006683	0.007946	1.006714	128.790379	0.019394	0.033342	-4.727672	-4.727672	-4.727672	0.005441	48.295175	2.830000	411.809870	145.919694	4.263683
9443.984802	1.006194	0.006186	1.006213	128.914195	0.019395	0.032868	-4.987690	-4.987690	-4.987690	0.004656	48.298020	2.830000	411.805531	145.914912	4.246559
9580.020968	1.004921	0.007089	1.004946	129.025249	0.019414	0.032429	-5.166094	-5.166094	-5.166094	0.003147	48.352482	2.830000	411.438352	145.773007	4.183621
9718.016671	1.006387	0.007607	1.006416	129.158866	0.019411	0.031955	-5.362586	-5.362586	-5.362586	0.005014	48.350172	2.830000	411.552635	145.796511	4.091344
9858.000137	1.006304	0.005845	1.006321	129.285967	0.019408	0.031494	-5.627059	-5.627059	-5.627059	0.004749	48.344088	2.830000	411.622273	145.817434	4.070708
10000.000000	1.004930	0.006508	1.004951	129.396638	0.019426	0.031073	-5.816236	-5.816236	-5.816236	0.003083	48.395483	2.830000	411.267268	145.682012	4.016966
10144.045304	1.006290	0.007105	1.006315	129.528867	0.019424	0.030621	-6.013353	-6.013353	-6.013353	0.004829	48.395143	2.830000	411.359809	145.698882	3.926853
10290.165513	1.006179	0.005410	1.006194	129.655637	0.019421	0.030180	-6.279695	-6.279695	-6.279695	0.004554	48.389222	2.830000	411.426368	145.719027	3.907165
10438.390514	1.004949	0.006184	1.004968	129.766962	0.019438	0.029775	-6.469717	-6.469717	-6.469717	0.003066	48.438051	2.830000	411.091218	145.590742	3.851561
10588.750628	1.006372	0.006477	1.006392	129.900156	0.019434	0.029339	-6.679914	-6.679914	-6.679914	0.004874	48.431330	2.830000	411.223445	145.623645	3.769296
10741.276608	1.005837	0.004937	1.005849	130.023260	0.019434	0.028922	-6.945226	-6.945226	-6.945226	0.004095	48.434083	2.830000	411.215700	145.618386	3.754241
10895.999653	1.005078	0.006054	1.005097	130.137041	0.019449	0.028530	-7.129642	-7.129642	-7.129642	0.003211	48.477836	2.830000	410.929313	145.505902	3.687210
11052.951411	1.006479	0.005640	1.006495	130.271783	0.019442	0.028109	-7.365765	-7.365765	-7.365765	0.004956	48.460742	2.830000	411.125222	145.564723	3.622215
11212.163986	1.005312	0.004655	1.005323	130.388465	0.019449	0.027720	-7.617962	-7.617962	-7.617962	0.003425	48.481418	2.830000	410.974527	145.508847	3.606503
11373.669943	1.005504	0.005900	1.005521	130.508838	0.019458	0.027333	-7.804091	-7.804091	-7.804091	0.003742	48.508771	2.830000	410.828569	145.444380	3.525662
11537.502317	1.006266	0.004618	1.006277	130.641106	0.019450	0.026932	-8.071078	-8.071078	-8.071078	0.004644	48.490132	2.830000	411.008962	145.502637	3.489642
11703.694619	1.004926	0.004818	1.004938	130.752857	0.019464	0.026567	-8.291506	-8.291506	-8.291506	0.002957	48.529240	2.830000	410.727887	145.397650	3.454030
11872.280844	1.006124	0.005241	1.006138	130.882997	0.019461	0.026182	-8.509035	-8.509035	-8.509035	0.004509	48.526404	2.830000	410.815684	145.417195	3.377891
12043.295474	1.005479	0.003939	1.005487	131.004675	0.019463	0.025811	-8.780721	-8.780721	-8.780721	0.003637	48.531326	2.830000	410.787941	145.405333	3.364231
12216.773490	1.005300	0.005094	1.005313	131.121899	0.019473	0.025455	-8.977628	-8.977628	-8.977628	0.003462	48.562436	2.830000	410.597659	145.327710	3.294638
12392.750375	1.006098	0.003977	1.006106	131.253725	0.019466	0.025082	-9.248406	-9.248406	-9.248406	0.004453	48.544243	2.830000	410.773506	145.384530	3.257325
12571.262124	1.004886	0.004258	1.004895	131.365966	0.019479	0.024741	-9.475924	-9.475924	-9.475924	0.002917	48.580203	2.830000	410.515167	145.288012	3.221900
12752.345251	1.006083	0.004329	1.006093	131.496629	0.019474	0.024380	-9.713291	-9.713291	-9.713291	0.004472	48.571548	2.830000	410.636839	145.321770	3.156070
12936.036796	1.005074	0.003483	1.005080	131.614125	0.019480	0.024040	-9.980711	-9.980711	-9.980711	0.003162	48.587305	2.830000	410.522594	145.279293	3.141396
13122.374331	1.005641	0.004392	1.005650	131.737028	0.019484	0.023701	-10.195169	-10.195169	-10.195169	0.003928	48.600924	2.830000	410.469674	145.250686	3.069572
13311.395971	1.005459	0.003098	1.005464	131.862109	0.019481	0.023360	-10.481460	-10.481460	-10.481460	0.003684	48.595676	2.830000	410.524663	145.267831	3.052507
13503.140379	1.005188	0.004099	1.005197	131.978343	0.019491	0.023038	-10.696962	-10.696962	-10.696962	0.003362	48.624220	2.830000	410.341891	145.195160	2.992759
13697.646775	1.005722	0.002987	1.005727	132.107879	0.019485	0.022702	-10.982046	-10.982046	-10.982046	0.004062	48.609155	2.830000	410.484826	145.241737	2.962430
