Freq (hertz)	Ra (norm)	Xa (norm)	Za (norm)	SPL (dB)	Ze (ohms)	Xd (mm) 	WPhase (deg)	UPhase (deg)	CPhase (deg)	Delay (msec)	Efficiency (%)	Ein (volts)	Pin (watts)	Iin (amps)	ZePhase (deg)
104.383905	0.265132	0.558154	0.617925	62.674488	0.010036	0.414461	149.544762	149.544762	149.544762	0.859759	0.127941	2.830000	796.176783	281.985487	3.893825
105.887506	0.272087	0.563623	0.625862	63.152793	0.010037	0.414793	149.078891	149.078891	149.078891	0.861556	0.135346	2.830000	796.004766	281.944570	3.953110
107.412766	0.279203	0.569069	0.633872	63.630445	0.010039	0.415130	148.605316	148.605316	148.605316	0.863379	0.143172	2.830000	795.825871	281.901840	4.013340
108.959997	0.286481	0.574487	0.641955	64.107419	0.010041	0.415471	148.123897	148.123897	148.123897	0.865226	0.151443	2.830000	795.639806	281.857210	4.074527
110.529514	0.293924	0.579872	0.650110	64.583689	0.010042	0.415817	147.634492	147.634492	147.634492	0.867097	0.160182	2.830000	795.446268	281.810593	4.136687
112.121640	0.301534	0.585220	0.658335	65.059227	0.010044	0.416167	147.136960	147.136960	147.136960	0.868990	0.169416	2.830000	795.244942	281.761897	4.199832
113.736699	0.309313	0.590527	0.666630	65.534004	0.010046	0.416522	146.631153	146.631153	146.631153	0.870904	0.179171	2.830000	795.035500	281.711026	4.263976
115.375023	0.317264	0.595787	0.674995	66.007991	0.010048	0.416880	146.116926	146.116926	146.116926	0.872838	0.189476	2.830000	794.817602	281.657880	4.329133
117.036946	0.325388	0.600995	0.683427	66.481157	0.010050	0.417241	145.594129	145.594129	145.594129	0.874790	0.200359	2.830000	794.590893	281.602354	4.395315
118.722808	0.333688	0.606147	0.691926	66.953469	0.010052	0.417606	145.062613	145.062613	145.062613	0.876758	0.211853	2.830000	794.355007	281.544338	4.462535
120.432955	0.342165	0.611236	0.700490	67.424894	0.010054	0.417975	144.522223	144.522223	144.522223	0.878740	0.223988	2.830000	794.109561	281.483721	4.530807
122.167735	0.350821	0.616258	0.709118	67.895397	0.010056	0.418345	143.972808	143.972808	143.972808	0.880734	0.236800	2.830000	793.854161	281.420383	4.600141
123.927504	0.359658	0.621205	0.717809	68.364940	0.010058	0.418718	143.414213	143.414213	143.414213	0.882737	0.250323	2.830000	793.588398	281.354202	4.670550
125.712621	0.368677	0.626073	0.726560	68.833486	0.010061	0.419093	142.846282	142.846282	142.846282	0.884747	0.264594	2.830000	793.311849	281.285050	4.742046
127.523453	0.377879	0.630855	0.735371	69.300994	0.010064	0.419470	142.268858	142.268858	142.268858	0.886761	0.279653	2.830000	793.024075	281.212795	4.814638
129.360368	0.387266	0.635544	0.744238	69.767425	0.010066	0.419847	141.681784	141.681784	141.681784	0.888776	0.295539	2.830000	792.724624	281.137299	4.888337
131.223743	0.396838	0.640133	0.753161	70.232734	0.010069	0.420225	141.084902	141.084902	141.084902	0.890789	0.312296	2.830000	792.413029	281.058421	4.963153
133.113960	0.406597	0.644617	0.762137	70.696876	0.010072	0.420602	140.478056	140.478056	140.478056	0.892795	0.329966	2.830000	792.088809	280.976011	5.039094
135.031404	0.416543	0.648987	0.771163	71.159806	0.010075	0.420979	139.861086	139.861086	139.861086	0.894791	0.348595	2.830000	791.751469	280.889919	5.116168
136.976468	0.426676	0.653236	0.780237	71.621473	0.010078	0.421355	139.233836	139.233836	139.233836	0.896772	0.368230	2.830000	791.400499	280.799986	5.194381
138.949549	0.436997	0.657357	0.789357	72.081828	0.010082	0.421728	138.596151	138.596151	138.596151	0.898734	0.388922	2.830000	791.035377	280.706050	5.273741
140.951052	0.447506	0.661342	0.798520	72.540818	0.010085	0.422098	137.947874	137.947874	137.947874	0.900673	0.410721	2.830000	790.655564	280.607943	5.354251
142.981386	0.458202	0.665182	0.807723	72.998387	0.010089	0.422465	137.288853	137.288853	137.288853	0.902581	0.433679	2.830000	790.260513	280.505493	5.435915
145.040966	0.469084	0.668870	0.816962	73.454480	0.010093	0.422827	136.618937	136.618937	136.618937	0.904455	0.457853	2.830000	789.849663	280.398523	5.518735
147.130213	0.480152	0.672398	0.826235	73.909037	0.010097	0.423184	135.937977	135.937977	135.937977	0.906287	0.483297	2.830000	789.422440	280.286851	5.602712
149.249555	0.491405	0.675756	0.835539	74.361995	0.010101	0.423535	135.245828	135.245828	135.245828	0.908071	0.510070	2.830000	788.978264	280.170292	5.687846
151.399424	0.502841	0.678935	0.844868	74.813292	0.010105	0.423878	134.542349	134.542349	134.542349	0.909801	0.538232	2.830000	788.516541	280.048655	5.774132
153.580262	0.514458	0.681928	0.854220	75.262861	0.010110	0.424212	133.827403	133.827403	133.827403	0.911468	0.567845	2.830000	788.036674	279.921747	5.861568
155.792513	0.526253	0.684724	0.863591	75.710633	0.010115	0.424537	133.100857	133.100857	133.100857	0.913066	0.598972	2.830000	787.538057	279.789372	5.950146
158.036631	0.538225	0.687315	0.872976	76.156536	0.010120	0.424850	132.362586	132.362586	132.362586	0.914586	0.631676	2.830000	787.020080	279.651330	6.039858
160.313075	0.550370	0.689690	0.882371	76.600497	0.010125	0.425152	131.612470	131.612470	131.612470	0.916019	0.666024	2.830000	786.482132	279.507419	6.130694
162.622309	0.562684	0.691840	0.891771	77.042439	0.010130	0.425440	130.850396	130.850396	130.850396	0.917356	0.702083	2.830000	785.923599	279.357435	6.222641
164.964807	0.575164	0.693755	0.901171	77.482282	0.010136	0.425713	130.076263	130.076263	130.076263	0.918587	0.739920	2.830000	785.343872	279.201173	6.315683
167.341048	0.587805	0.695425	0.910566	77.919944	0.010142	0.425969	129.289973	129.289973	129.289973	0.919703	0.779605	2.830000	784.742344	279.038430	6.409802
169.751517	0.600602	0.696841	0.919951	78.355341	0.010148	0.426208	128.491444	128.491444	128.491444	0.920692	0.821206	2.830000	784.118419	278.869000	6.504978
172.196708	0.613550	0.697992	0.929320	78.788383	0.010155	0.426426	127.680602	127.680602	127.680602	0.921543	0.864793	2.830000	783.471508	278.692681	6.601186
174.677121	0.626643	0.698867	0.938667	79.218982	0.010161	0.426624	126.857385	126.857385	126.857385	0.922245	0.910435	2.830000	782.801041	278.509272	6.698401
177.193263	0.639873	0.699457	0.947986	79.647043	0.010168	0.426799	126.021747	126.021747	126.021747	0.922786	0.958202	2.830000	782.106461	278.318577	6.796592
179.745648	0.653235	0.699751	0.957271	80.072470	0.010175	0.426948	125.173653	125.173653	125.173653	0.923153	1.008161	2.830000	781.387236	278.120404	6.895727
182.334800	0.666719	0.699739	0.966514	80.495164	0.010183	0.427072	124.313088	124.313088	124.313088	0.923334	1.060382	2.830000	780.642861	277.914567	6.995770
184.961247	0.680318	0.699411	0.975709	80.915023	0.010191	0.427166	123.440049	123.440049	123.440049	0.923314	1.114928	2.830000	779.872859	277.700888	7.096681
187.625527	0.694023	0.698757	0.984849	81.331942	0.010199	0.427231	122.554556	122.554556	122.554556	0.923080	1.171866	2.830000	779.076789	277.479198	7.198419
190.328185	0.707823	0.697765	0.993927	81.745815	0.010207	0.427262	121.656646	121.656646	121.656646	0.922618	1.231255	2.830000	778.254252	277.249339	7.300937
193.069773	0.721709	0.696428	1.002933	82.156530	0.010216	0.427260	120.746376	120.746376	120.746376	0.921913	1.293155	2.830000	777.404892	277.011163	7.404185
195.850852	0.735668	0.694734	1.011861	82.563977	0.010225	0.427221	119.823828	119.823828	119.823828	0.920951	1.357620	2.830000	776.528405	276.764539	7.508112
198.671992	0.749690	0.692674	1.020701	82.968038	0.010235	0.427143	118.889106	118.889106	118.889106	0.919716	1.424702	2.830000	775.624539	276.509349	7.612662
201.533769	0.763760	0.690239	1.029446	83.368599	0.010245	0.427025	117.942338	117.942338	117.942338	0.918194	1.494447	2.830000	774.693108	276.245494	7.717776
204.436768	0.777867	0.687419	1.038086	83.765538	0.010255	0.426865	116.983681	116.983681	116.983681	0.916369	1.566895	2.830000	773.733987	275.972895	7.823392
207.381584	0.791996	0.684207	1.046612	84.158734	0.010265	0.426660	116.013317	116.013317	116.013317	0.914226	1.642082	2.830000	772.747124	275.691491	7.929446
210.368818	0.806131	0.680593	1.055014	84.548065	0.010276	0.426408	115.031459	115.031459	115.031459	0.911749	1.720035	2.830000	771.732542	275.401247	8.035871
213.399082	0.820257	0.676571	1.063282	84.933404	0.010287	0.426108	114.038349	114.038349	114.038349	0.908924	1.800776	2.830000	770.690345	275.102152	8.142599
216.472995	0.834356	0.672132	1.071407	85.314626	0.010299	0.425757	113.034260	113.034260	113.034260	0.905735	1.884317	2.830000	769.620722	274.794219	8.249557
219.591187	0.848413	0.667271	1.079377	85.691603	0.010310	0.425353	112.019499	112.019499	112.019499	0.902168	1.970661	2.830000	768.523948	274.477493	8.356674
222.754295	0.862408	0.661980	1.087182	86.064207	0.010323	0.424896	110.994405	110.994405	110.994405	0.898208	2.059805	2.830000	767.400392	274.152046	8.463877
225.962966	0.876323	0.656255	1.094812	86.432309	0.010335	0.424383	109.959354	109.959354	109.959354	0.893841	2.151732	2.830000	766.250516	273.817980	8.571091
229.217857	0.890137	0.650092	1.102254	86.795778	0.010348	0.423813	108.914755	108.914755	108.914755	0.889055	2.246416	2.830000	765.074879	273.475431	8.678243
232.519632	0.903830	0.643486	1.109497	87.154486	0.010362	0.423184	107.861054	107.861054	107.861054	0.883837	2.343821	2.830000	763.874135	273.124567	8.785260
235.868968	0.917381	0.636434	1.116529	87.508304	0.010375	0.422494	106.798736	106.798736	106.798736	0.878174	2.443899	2.830000	762.649036	272.765588	8.892070
239.266550	0.930768	0.628936	1.123338	87.857103	0.010389	0.421744	105.728319	105.728319	105.728319	0.872056	2.546590	2.830000	761.400431	272.398730	8.998603
242.713072	0.943967	0.620990	1.129913	88.200756	0.010403	0.420932	104.650363	104.650363	104.650363	0.865472	2.651822	2.830000	760.129263	272.024262	9.104792
246.209240	0.956956	0.612597	1.136240	88.539137	0.010418	0.420057	103.565464	103.565464	103.565464	0.858415	2.759510	2.830000	758.836562	271.642484	9.210574
249.755769	0.969711	0.603759	1.142306	88.872122	0.010433	0.419119	102.474256	102.474256	102.474256	0.850875	2.869558	2.830000	757.523448	271.253733	9.315889
253.353383	0.982206	0.594478	1.148100	89.199590	0.010448	0.418118	101.377410	101.377410	101.377410	0.842847	2.981857	2.830000	756.191120	270.858373	9.420685
257.002820	0.994418	0.584760	1.153607	89.521421	0.010464	0.417053	100.275638	100.275638	100.275638	0.834325	3.096286	2.830000	754.840848	270.456801	9.524912
260.704825	1.006319	0.574609	1.158816	89.837501	0.010480	0.415925	99.169684	99.169684	99.169684	0.825305	3.212715	2.830000	753.473969	270.049440	9.628531
264.460155	1.017886	0.564035	1.163713	90.147717	0.010496	0.414734	98.060333	98.060333	98.060333	0.815784	3.330998	2.830000	752.091872	269.636738	9.731507
268.269580	1.029091	0.553046	1.168284	90.451960	0.010512	0.413481	96.948404	96.948404	96.948404	0.805762	3.450984	2.830000	750.695993	269.219166	9.833816
272.133877	1.039908	0.541652	1.172517	90.750128	0.010528	0.412168	95.834751	95.834751	95.834751	0.795238	3.572509	2.830000	749.287794	268.797214	9.935442
276.053838	1.050311	0.529867	1.176398	91.042122	0.010545	0.410795	94.720261	94.720261	94.720261	0.784213	3.695401	2.830000	747.868761	268.371387	10.036380
280.030263	1.060274	0.517706	1.179915	91.327848	0.010562	0.409365	93.605856	93.605856	93.605856	0.772692	3.819481	2.830000	746.440377	267.942200	10.136634
284.063968	1.069770	0.505184	1.183055	91.607219	0.010579	0.407879	92.492488	92.492488	92.492488	0.760678	3.944567	2.830000	745.004118	267.510174	10.236221
288.155776	1.078775	0.492320	1.185805	91.880154	0.010596	0.406339	91.381140	91.381140	91.381140	0.748178	4.070467	2.830000	743.561429	267.075834	10.335170
292.306525	1.087261	0.479135	1.188153	92.146580	0.010614	0.404749	90.272823	90.272823	90.272823	0.735197	4.196990	2.830000	742.113712	266.639696	10.433519
296.517063	1.095206	0.465652	1.190087	92.406428	0.010631	0.403111	89.168577	89.168577	89.168577	0.721744	4.323943	2.830000	740.662307	266.202271	10.531323
300.788252	1.102584	0.451894	1.191596	92.659641	0.010649	0.401428	88.069468	88.069468	88.069468	0.707828	4.451133	2.830000	739.208473	265.764053	10.628646
305.120965	1.109373	0.437890	1.192668	92.906167	0.010666	0.399703	86.976588	86.976588	86.976588	0.693460	4.578371	2.830000	737.753375	265.325515	10.725566
309.516090	1.115551	0.423668	1.193293	93.145965	0.010684	0.397941	85.891051	85.891051	85.891051	0.678651	4.705471	2.830000	736.298063	264.887103	10.822175
313.974523	1.121096	0.409259	1.193461	93.379003	0.010701	0.396145	84.813994	84.813994	84.813994	0.663411	4.832254	2.830000	734.843457	264.449230	10.918577
318.497179	1.125991	0.394696	1.193164	93.605258	0.010719	0.394319	83.746578	83.746578	83.746578	0.647755	4.958551	2.830000	733.390326	264.012271	11.014887
323.084981	1.130218	0.380015	1.192394	93.824719	0.010737	0.392468	82.689981	82.689981	82.689981	0.631694	5.084202	2.830000	731.939280	263.576556	11.111233
327.738869	1.133761	0.365252	1.191144	94.037386	0.010755	0.390596	81.645403	81.645403	81.645403	0.615242	5.209061	2.830000	730.490746	263.142364	11.207755
332.459793	1.136607	0.350449	1.189407	94.243273	0.010772	0.388708	80.614061	80.614061	80.614061	0.598413	5.332997	2.830000	729.044959	262.709918	11.304604
337.248720	1.138744	0.335644	1.187180	94.442404	0.010790	0.386808	79.597193	79.597193	79.597193	0.581221	5.455897	2.830000	727.601947	262.279381	11.401940
342.106630	1.140166	0.320883	1.184459	94.634820	0.010808	0.384901	78.596051	78.596051	78.596051	0.563680	5.577665	2.830000	726.161515	261.850847	11.499933
347.034515	1.140865	0.306208	1.181243	94.820577	0.010825	0.382993	77.611905	77.611905	77.611905	0.545805	5.698228	2.830000	724.723238	261.424340	11.598761
352.033384	1.140839	0.291666	1.177533	94.999748	0.010843	0.381088	76.646041	76.646041	76.646041	0.527611	5.817536	2.830000	723.286448	260.999808	11.698609
357.104260	1.140090	0.277305	1.173330	95.172421	0.010861	0.379191	75.699760	75.699760	75.699760	0.509111	5.935564	2.830000	721.850223	260.577118	11.799670
362.248179	1.138621	0.263172	1.168639	95.338709	0.010878	0.377307	74.774377	74.774377	74.774377	0.490323	6.052312	2.830000	720.413382	260.156052	11.902138
367.466194	1.136439	0.249318	1.163466	95.498741	0.010896	0.375441	73.871218	73.871218	73.871218	0.471260	6.167812	2.830000	718.974472	259.736304	12.006214
372.759372	1.133558	0.235791	1.157821	95.652675	0.010913	0.373597	72.991623	72.991623	72.991623	0.451941	6.282125	2.830000	717.531770	259.317475	12.112100
378.128796	1.129991	0.222641	1.151716	95.800689	0.010931	0.371781	72.136936	72.136936	72.136936	0.432382	6.395343	2.830000	716.083271	258.899071	12.219996
383.575563	1.125759	0.209919	1.145164	95.942993	0.010949	0.369997	71.308509	71.308509	71.308509	0.412603	6.507593	2.830000	714.626684	258.480500	12.330104
389.100789	1.120887	0.197674	1.138184	96.079825	0.010966	0.368249	70.507692	70.507692	70.507692	0.392626	6.619037	2.830000	713.159438	258.061069	12.442620
394.705603	1.115402	0.185956	1.130797	96.211457	0.010984	0.366541	69.735830	69.735830	69.735830	0.372474	6.729875	2.830000	711.678669	257.639978	12.557737
400.391152	1.109338	0.174810	1.123027	96.338199	0.011002	0.364877	68.994254	68.994254	68.994254	0.352174	6.840345	2.830000	710.181233	257.216327	12.675640
406.158599	1.102732	0.164285	1.114902	96.460397	0.011021	0.363260	68.284269	68.284269	68.284269	0.331759	6.950724	2.830000	708.663700	256.789105	12.796503
412.009123	1.095626	0.154422	1.106455	96.578440	0.011039	0.361693	67.607147	67.607147	67.607147	0.311264	7.061333	2.830000	707.122362	256.357192	12.920491
417.943921	1.088068	0.145265	1.097722	96.692765	0.011058	0.360180	66.964104	66.964104	66.964104	0.290734	7.172534	2.830000	705.553242	255.919362	13.047751
423.964207	1.080108	0.136851	1.088743	96.803854	0.011077	0.358723	66.356287	66.356287	66.356287	0.270219	7.284734	2.830000	703.952105	255.474277	13.178415
430.071212	1.071802	0.129215	1.079563	96.912242	0.011097	0.357322	65.784746	65.784746	65.784746	0.249780	7.398387	2.830000	702.314472	255.020495	13.312592
436.266186	1.063209	0.122389	1.070230	97.018519	0.011117	0.355981	65.250408	65.250408	65.250408	0.229485	7.513992	2.830000	700.635642	254.556465	13.450370
442.550395	1.054394	0.116398	1.060799	97.123329	0.011138	0.354698	64.754045	64.754045	64.754045	0.209418	7.632094	2.830000	698.910713	254.080536	13.591804
448.925126	1.045423	0.111263	1.051328	97.227373	0.011160	0.353475	64.296235	64.296235	64.296235	0.189672	7.753289	2.830000	697.134620	253.590962	13.736922
455.391681	1.036368	0.107001	1.041877	97.331410	0.011182	0.352311	63.877316	63.877316	63.877316	0.170357	7.878218	2.830000	695.302174	253.085905	13.885711
461.951385	1.027302	0.103621	1.032515	97.436253	0.011205	0.351204	63.497345	63.497345	63.497345	0.151597	8.007569	2.830000	693.408107	252.563452	14.038120
468.605578	1.018301	0.101126	1.023310	97.542770	0.011229	0.350153	63.156036	63.156036	63.156036	0.133531	8.142075	2.830000	691.447138	252.021624	14.194050
475.355621	1.009442	0.099512	1.014335	97.651872	0.011254	0.349154	62.852710	62.852710	62.852710	0.116314	8.282512	2.830000	689.414041	251.458394	14.353349
482.202895	1.000804	0.098767	1.005666	97.764513	0.011281	0.348203	62.586237	62.586237	62.586237	0.100113	8.429694	2.830000	687.303733	250.871707	14.515810
489.148802	0.992468	0.098872	0.997381	97.881673	0.011308	0.347296	62.354975	62.354975	62.354975	0.085109	8.584464	2.830000	685.111368	250.259511	14.681161
496.194760	0.984512	0.099799	0.989557	98.004348	0.011337	0.346427	62.156719	62.156719	62.156719	0.071491	8.747694	2.830000	682.832461	249.619784	14.849063
503.342213	0.977013	0.101513	0.982273	98.133529	0.011368	0.345589	61.988653	61.988653	61.988653	0.059451	8.920270	2.830000	680.463007	248.950572	15.019102
510.592621	0.970049	0.103969	0.975604	98.270188	0.011400	0.344775	61.847320	61.847320	61.847320	0.049179	9.103077	2.830000	677.999638	248.250037	15.190787
517.947468	0.963691	0.107114	0.969625	98.415247	0.011434	0.343974	61.728600	61.728600	61.728600	0.040857	9.296991	2.830000	675.439773	247.516504	15.363544
525.408258	0.958008	0.110887	0.964404	98.569556	0.011469	0.343179	61.627713	61.627713	61.627713	0.034646	9.502854	2.830000	672.781795	246.748521	15.536717
532.976517	0.953063	0.115216	0.960002	98.733866	0.011507	0.342377	61.539255	61.539255	61.539255	0.030681	9.721454	2.830000	670.025232	245.944919	15.709563
540.653794	0.948914	0.120023	0.956475	98.908795	0.011546	0.341557	61.457255	61.457255	61.457255	0.029058	9.953503	2.830000	667.170932	245.104886	15.881259
548.441658	0.945610	0.125224	0.953866	99.094806	0.011588	0.340706	61.375267	61.375267	61.375267	0.029828	10.199603	2.830000	664.221247	244.228032	16.050901
556.341702	0.943192	0.130724	0.952208	99.292179	0.011631	0.339812	61.286496	61.286496	61.286496	0.032986	10.460220	2.830000	661.180192	243.314465	16.217520
564.355543	0.941691	0.136425	0.951522	99.500986	0.011677	0.338861	61.183952	61.183952	61.183952	0.038467	10.735647	2.830000	658.053585	242.364864	16.380088
572.484820	0.941127	0.142221	0.951812	99.721077	0.011724	0.337839	61.060633	61.060633	61.060633	0.046142	11.025975	2.830000	654.849143	241.380538	16.537540
580.731195	0.941508	0.148004	0.953070	99.952069	0.011774	0.336732	60.909721	60.909721	60.909721	0.055818	11.331055	2.830000	651.576535	240.363483	16.688792
589.096355	0.942830	0.153662	0.955270	100.193346	0.011825	0.335528	60.724787	60.724787	60.724787	0.067243	11.650472	2.830000	648.247362	239.316419	16.832772
597.582011	0.945075	0.159082	0.958370	100.444058	0.011879	0.334214	60.499995	60.499995	60.499995	0.080110	11.983519	2.830000	644.875065	238.242805	16.968451
606.189899	0.948210	0.164152	0.962314	100.703146	0.011934	0.332779	60.230295	60.230295	60.230295	0.094074	12.329177	2.830000	641.474740	237.146829	17.094874
614.921780	0.952190	0.168760	0.967029	100.969353	0.011990	0.331214	59.911581	59.911581	59.911581	0.108757	12.686112	2.830000	638.062869	236.033366	17.211207
623.779440	0.956951	0.172800	0.972428	101.241263	0.012047	0.329511	59.540828	59.540828	59.540828	0.123767	13.052676	2.830000	634.656950	234.907904	17.316767
632.764690	0.962419	0.176173	0.978410	101.517330	0.012106	0.327664	59.116179	59.116179	59.116179	0.138714	13.426931	2.830000	631.275037	233.776426	17.411069
641.879368	0.968501	0.178787	0.984865	101.795915	0.012164	0.325672	58.636995	58.636995	58.636995	0.153219	13.806681	2.830000	627.935220	232.645268	17.493855
651.125339	0.975095	0.180560	0.991672	102.075330	0.012224	0.323535	58.103856	58.103856	58.103856	0.166932	14.189527	2.830000	624.655034	231.520936	17.565129
660.504493	0.982083	0.181427	0.998701	102.353878	0.012282	0.321255	57.518521	57.518521	57.518521	0.179541	14.572932	2.830000	621.450852	230.409904	17.625173
670.018750	0.989339	0.181333	1.005820	102.629884	0.012341	0.318841	56.883857	56.883857	56.883857	0.190777	14.954299	2.830000	618.337282	229.318398	17.674560
679.670056	0.996725	0.180243	1.012891	102.901742	0.012399	0.316300	56.203726	56.203726	56.203726	0.200422	15.331061	2.830000	615.326594	228.252162	17.714155
689.460384	1.004099	0.178141	1.019779	103.167935	0.012455	0.313646	55.482864	55.482864	55.482864	0.208312	15.700774	2.830000	612.428222	227.216252	17.745096
699.391737	1.011313	0.175031	1.026348	103.427071	0.012510	0.310895	54.726731	54.726731	54.726731	0.214333	16.061205	2.830000	609.648357	226.214829	17.768771
709.466146	1.018219	0.170938	1.032467	103.677899	0.012564	0.308062	53.941370	53.941370	53.941370	0.218422	16.410422	2.830000	606.989659	225.250992	17.786775
719.685673	1.024670	0.165911	1.038015	103.919331	0.012616	0.305168	53.133250	53.133250	53.133250	0.220560	16.746871	2.830000	604.451099	224.326649	17.800865
730.052407	1.030525	0.160020	1.042875	104.150457	0.012665	0.302233	52.309129	52.309129	52.309129	0.220770	17.069431	2.830000	602.027932	223.442428	17.812901
740.568469	1.035655	0.153357	1.046947	104.370551	0.012714	0.299277	51.475922	51.475922	51.475922	0.219105	17.377466	2.830000	599.711804	222.597639	17.824786
751.236010	1.039939	0.146037	1.050143	104.579083	0.012760	0.296324	50.640579	50.640579	50.640579	0.215651	17.670847	2.830000	597.490972	221.790275	17.838400
762.057212	1.043278	0.138193	1.052391	104.775724	0.012804	0.293393	49.809984	49.809984	49.809984	0.210514	17.949960	2.830000	595.350632	221.017065	17.855543
773.034288	1.045591	0.129976	1.053639	104.960353	0.012848	0.290504	48.990856	48.990856	48.990856	0.203818	18.215704	2.830000	593.273323	220.273559	17.877873
784.169484	1.046820	0.121551	1.053853	105.133058	0.012890	0.287676	48.189674	48.189674	48.189674	0.195702	18.469465	2.830000	591.239401	219.554241	17.906852
795.465078	1.046935	0.113093	1.053025	105.294143	0.012931	0.284926	47.412596	47.412596	47.412596	0.186316	18.713080	2.830000	589.227565	218.852676	17.943698
806.923378	1.045934	0.104786	1.051170	105.444135	0.012972	0.282268	46.665385	46.665385	46.665385	0.175824	18.948799	2.830000	587.215411	218.161670	17.989344
818.546731	1.043846	0.096812	1.048326	105.583786	0.013013	0.279713	45.953335	45.953335	45.953335	0.164398	19.179232	2.830000	585.180029	217.473445	18.044402
830.337512	1.040732	0.089351	1.044561	105.714075	0.013055	0.277271	45.281178	45.281178	45.281178	0.152228	19.407290	2.830000	583.098622	216.779838	18.109127
842.298134	1.036683	0.082574	1.039967	105.836214	0.013097	0.274945	44.652985	44.652985	44.652985	0.139517	19.636123	2.830000	580.949153	216.072503	18.183397
854.431043	1.031822	0.076636	1.034664	105.951644	0.013142	0.272737	44.072041	44.072041	44.072041	0.126490	19.869051	2.830000	578.711044	215.343134	18.266689
866.738721	1.026298	0.071673	1.028797	106.062029	0.013188	0.270646	43.540703	43.540703	43.540703	0.113393	20.109485	2.830000	576.365903	214.583711	18.358058
879.223685	1.020286	0.067792	1.022536	106.169234	0.013237	0.268665	43.060226	43.060226	43.060226	0.100499	20.360836	2.830000	573.898310	213.786767	18.456135
891.888489	1.013984	0.065072	1.016069	106.275305	0.013290	0.266783	42.630585	42.630585	42.630585	0.088107	20.626414	2.830000	571.296635	212.945680	18.559116
904.735724	1.007600	0.063554	1.009603	106.382416	0.013346	0.264988	42.250284	42.250284	42.250284	0.076539	20.909304	2.830000	568.553891	212.055000	18.664775
917.768017	1.001357	0.063241	1.003352	106.492816	0.013405	0.263261	41.916182	41.916182	41.916182	0.066132	21.212229	2.830000	565.668575	211.110791	18.770490
930.988035	0.995475	0.064094	0.997536	106.608745	0.013469	0.261580	41.623358	41.623358	41.623358	0.057222	21.537391	2.830000	562.645446	210.110993	18.873286
944.398480	0.990168	0.066030	0.992367	106.732333	0.013537	0.259923	41.365055	41.365055	41.365055	0.050129	21.886299	2.830000	559.496169	209.055774	18.969917
958.002097	0.985638	0.068926	0.988045	106.865492	0.013609	0.258263	41.132736	41.132736	41.132736	0.045127	22.259588	2.830000	556.239710	207.947840	19.056968
971.801667	0.982059	0.072619	0.984740	107.009788	0.013685	0.256573	40.916283	40.916283	40.916283	0.042415	22.656852	2.830000	552.902382	206.792676	19.131007
985.800014	0.979575	0.076907	0.982590	107.166321	0.013765	0.254825	40.704368	40.704368	40.704368	0.042089	23.076495	2.830000	549.517402	205.598649	19.188765
1000.000000	0.978290	0.081561	0.981684	107.335625	0.013847	0.252993	40.484991	40.484991	40.484991	0.044117	23.515646	2.830000	546.123882	204.376937	19.227356
1014.404530	0.978259	0.086329	0.982061	107.517585	0.013931	0.251055	40.246159	40.246159	40.246159	0.048327	23.970145	2.830000	542.765165	203.141223	19.244513
1029.016551	0.979485	0.090947	0.983698	107.711401	0.014016	0.248992	39.976659	39.976659	39.976659	0.054401	24.434645	2.830000	539.486560	201.907140	19.238825
1043.839051	0.981913	0.095151	0.986513	107.915608	0.014101	0.246791	39.666836	39.666836	39.666836	0.061899	24.902831	2.830000	536.332538	200.691443	19.209945
1058.875063	0.985432	0.098686	0.990361	108.128135	0.014185	0.244448	39.309294	39.309294	39.309294	0.070287	25.367764	2.830000	533.343632	199.510971	19.158740
1074.127661	0.989874	0.101325	0.995046	108.346421	0.014265	0.241965	38.899429	38.899429	38.899429	0.078981	25.822341	2.830000	530.553307	198.381456	19.087352
1089.599965	0.995019	0.102878	1.000324	108.567561	0.014342	0.239352	38.435754	38.435754	38.435754	0.087395	26.259809	2.830000	527.985150	197.316310	18.999148
1105.295141	1.000608	0.103206	1.005916	108.788479	0.014415	0.236627	37.919952	37.919952	37.919952	0.094985	26.674300	2.830000	525.650689	196.325507	18.898554
1121.216399	1.006346	0.102231	1.011525	109.006101	0.014482	0.233817	37.356712	37.356712	37.356712	0.101289	27.061319	2.830000	523.548122	195.414712	18.790768
1137.366994	1.011924	0.099944	1.016848	109.217526	0.014544	0.230951	36.753356	36.753356	36.753356	0.105947	27.418114	2.830000	521.662087	194.584732	18.681407
1153.750232	1.017034	0.096409	1.021593	109.420174	0.014600	0.228063	36.119324	36.119324	36.119324	0.108718	27.743909	2.830000	519.964489	193.831374	18.576092
1170.369462	1.021382	0.091767	1.025496	109.611911	0.014652	0.225189	35.465593	35.465593	35.465593	0.109472	28.039961	2.830000	518.416283	193.145686	18.480036
1187.228084	1.024715	0.086226	1.028337	109.791150	0.014700	0.222362	34.804068	34.804068	34.804068	0.108193	28.309467	2.830000	516.969990	192.514555	18.397676
1204.329547	1.026834	0.080059	1.029950	109.956924	0.014746	0.219614	34.146996	34.146996	34.146996	0.104955	28.557330	2.830000	515.572737	191.921579	18.332354
1221.677349	1.027607	0.073582	1.030238	110.108939	0.014790	0.216972	33.506410	33.506410	33.506410	0.099919	28.789828	2.830000	514.169558	191.348119	18.286094
